# Kp=2.5 Ki=0.5 Kd=3.5
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.027,32.1,29,1468,119
0.235,11.2,29,1468,119
0.471,5.2,29,1659,168
0.664,5.1,29,1659,168
0.919,4.3,29,1587,149
1.089,4.5,19,1582,148
1.327,5.6,19,1359,91
1.555,4.8,19,1510,130
1.749,6.7,19,1582,148
1.971,7.5,19,1541,137
2.161,7.9,19,1539,137
2.392,7.5,19,1544,138
2.604,6.8,19,1561,143
2.81,7.5,19,1547,139
3.034,7.8,19,1546,139
3.245,8.3,19,1567,144
3.464,7.7,19,1555,141
3.658,7.1,19,1578,147
3.884,15.6,19,1560,142
4.096,19.6,19,1366,93
4.311,15.2,19,1504,128
4.529,10.1,19,1607,154
4.747,6.7,19,1645,164
4.961,6.0,19,1620,158
5.166,5.8,19,1586,149
5.419,5.9,19,1576,146
5.645,6.0,19,1571,145
5.806,5.7,19,1573,146
6.035,5.8,19,1583,148
6.239,5.8,19,1579,147
6.472,5.9,19,1582,148
6.654,5.8,19,1579,147
6.867,5.0,19,1585,149
7.088,4.3,19,1605,154
7.29,4.4,19,1601,153
7.534,4.5,19,1590,150
7.738,4.8,19,1589,150
7.967,6.1,19,1586,149
8.182,6.0,19,1570,145
8.398,6.0,19,1593,151
8.615,6.2,19,1594,151
8.812,6.5,19,1588,149
9.051,5.9,19,1595,151
9.267,5.7,19,1607,154
9.458,6.2,19,1602,153
9.694,6.5,19,1593,151
9.903,6.6,19,1596,151
10.12,6.5,19,1604,154
10.324,6.4,19,1605,154
10.533,6.4,19,1606,154
10.78,6.4,19,1606,154
10.96,6.5,19,1610,155
11.186,6.4,19,1608,155
11.399,6.5,19,1612,156
11.632,6.5,19,1612,156
11.826,6.3,19,1614,156
12.028,6.4,19,1618,157
12.272,6.4,19,1616,157
12.465,6.2,19,1617,157
12.676,6.3,19,1623,158
12.899,6.3,19,1618,157
13.123,6.3,19,1620,158
13.315,6.4,19,1625,159
13.545,6.4,19,1624,159
13.758,6.4,19,1625,159
13.966,6.4,19,1628,160
14.181,6.5,19,1631,160
14.436,6.5,19,1627,159
14.627,6.6,19,1629,160
14.838,6.9,19,1629,160
15.052,11.2,19,1623,158
15.275,21.9,19,1541,137
15.473,22.7,19,1423,107
15.685,24.1,19,1592,150
15.935,28.1,19,1568,144
16.125,32.1,19,1520,132
16.352,33.9,19,1502,128
16.562,34.5,19,1531,135
16.764,34.9,19,1545,138
17.055,34.9,19,1554,141
17.209,35.0,19,1545,138
17.446,35.5,19,1558,142
17.631,35.6,19,1533,135
17.856,35.2,19,1540,137
18.086,34.7,19,1551,140
18.303,33.9,19,1555,141
18.533,35.2,19,1555,141
18.709,35.0,19,1521,132
18.961,35.4,19,1539,137
19.168,36.8,19,1536,136
19.375,36.7,19,1525,133
19.599,37.0,19,1532,135
19.805,35.8,19,1518,132
20.017,35.3,19,1547,139
20.235,33.8,19,1535,136
20.457,33.8,19,1559,142
20.691,33.2,19,1527,134
20.9,32.9,19,1540,137
21.1,34.3,19,1539,137
21.314,34.1,19,1503,128
21.559,34.1,19,1525,133
21.765,33.2,19,1530,135
21.976,33.6,19,1533,135
22.206,34.0,19,1513,130
22.435,34.1,19,1501,127
22.636,33.3,19,1507,129
22.836,29.9,19,1528,134
23.056,25.1,19,1579,147
23.294,20.7,19,1611,155
23.486,16.1,19,1620,158
23.764,12.4,19,1628,160
23.918,8.4,19,1621,158
24.136,6.8,19,1639,162
24.356,6.5,19,1606,154
24.556,6.5,19,1588,149
24.77,6.5,19,1585,149
25.002,6.4,19,1587,149
25.22,6.5,19,1587,149
25.415,6.4,19,1588,149
25.651,6.6,19,1590,150
25.872,6.6,19,1589,150
26.058,6.6,19,1591,150
26.296,6.5,19,1595,151
26.491,6.4,19,1595,151
26.72,6.5,19,1599,152
26.941,6.6,9,1595,151
27.159,6.6,5,1481,122
27.361,6.7,5,1496,126
27.561,6.7,5,1553,141
27.79,6.7,5,1560,142
27.99,6.7,5,1561,143
28.209,6.6,5,1560,142
28.444,6.7,5,1563,143
28.646,6.7,5,1561,143
28.871,6.7,5,1561,143
29.064,6.7,5,1563,143
29.284,6.8,5,1560,142
