time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.186,5.8,6,1343,87
0.36,5.9,6,1100,25
0.622,5.9,6,1100,25
0.839,6.0,6,1100,25
1.015,6.1,6,1100,25
1.234,5.9,6,1100,25
1.441,5.8,6,1100,25
1.69,6.0,6,1100,25
1.89,6.0,6,1100,25
2.097,5.9,6,1100,25
2.337,5.8,6,1100,25
2.518,6.0,6,1100,25
2.728,5.9,6,1100,25
2.943,5.9,6,1100,25
3.183,5.8,6,1100,25
3.367,5.8,6,1100,25
3.586,5.7,6,1100,25
3.826,5.7,6,1100,25
4.017,5.7,6,1100,25
4.254,5.8,6,1100,25
4.463,5.8,6,1100,25
4.661,5.8,6,1100,25
4.935,5.9,6,1100,25
5.141,5.8,6,1100,25
5.326,5.8,6,1100,25
5.506,5.8,6,1100,25
5.742,5.7,6,1100,25
5.978,5.8,6,1100,25
6.192,5.9,6,1100,25
6.437,5.8,6,1100,25
6.607,5.9,6,1100,25
6.82,5.9,6,1100,25
7.036,5.8,6,1100,25
7.235,6.0,6,1100,25
7.45,5.9,6,1100,25
7.696,5.9,6,1100,25
7.917,5.6,6,1100,25
8.094,5.5,6,1100,25
8.301,5.7,6,1100,25
8.541,5.8,6,1100,25
8.746,5.7,6,1100,25
8.954,5.9,6,1100,25
9.165,5.7,6,1100,25
9.423,5.9,6,1100,25
9.616,6.0,6,1100,25
9.811,5.9,6,1100,25
10.08,5.8,6,1100,25
10.27,5.9,6,1100,25
10.523,5.9,6,1100,25
10.674,6.0,6,1100,25
10.893,6.0,6,1100,25
11.111,6.0,6,1100,25
