time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.157,5.8,6,,
0.34,5.8,6,1322,82
0.607,5.8,6,1352,89
0.794,6.9,6,1382,97
1.004,10.9,6,1412,105
1.21,19.0,6,1442,112
1.421,28.7,6,1342,87
1.644,27.2,6,1264,67
1.849,13.0,6,1401,102
2.058,21.2,6,1577,147
2.328,40.9,6,1279,71
2.492,42.5,6,1100,25
2.708,19.6,6,1303,77
2.923,33.7,6,1632,161
3.16,54.8,6,1143,36
3.465,44.4,6,1100,25
3.572,23.0,6,1433,110
3.815,33.6,6,1489,124
4.038,33.4,6,1292,74
4.24,29.0,6,1311,79
4.434,27.7,6,1335,85
4.665,23.8,6,1362,92
4.855,20.0,6,1380,96
5.076,19.3,6,1386,98
5.302,19.5,6,1364,92
5.508,19.5,6,1353,90
5.741,19.5,6,1354,90
5.96,19.5,6,1352,89
6.148,20.0,6,1351,89
6.369,30.1,6,1349,88
6.586,27.5,6,1124,31
6.829,20.1,6,1336,85
7.022,15.2,6,1422,107
7.24,11.7,6,1414,105
7.453,8.9,6,1415,105
7.649,7.2,6,1415,105
7.883,5.9,6,1413,105
8.076,5.8,6,1408,104
8.3,6.3,6,1399,101
8.511,11.4,6,1382,97
8.731,16.7,6,1313,79
8.944,21.7,6,1293,74
9.167,26.4,6,1273,69
9.401,30.3,6,1248,63
9.601,29.7,6,1248,63
9.803,25.0,6,1306,78
10.015,21.4,6,1359,91
10.246,19.4,6,1362,92
10.459,17.2,6,1351,89
10.719,13.3,6,1361,92
10.876,10.4,6,1396,100
11.141,8.4,6,1391,99
11.353,6.9,6,1391,99
11.552,6.1,6,1394,100
11.75,5.9,6,1385,98
11.98,5.9,6,1377,96
12.211,5.9,6,1376,95
12.391,5.9,6,1377,96
12.62,5.9,6,1377,96
12.831,6.0,6,1377,96
13.056,6.0,6,1375,95
13.265,5.9,6,1376,95
13.471,5.9,6,1378,96
13.754,5.9,6,1376,95
13.902,6.0,6,1376,95
14.131,6.0,6,1375,95
14.326,5.9,6,1375,95
14.571,6.0,6,1375,95
14.776,6.1,6,1375,95
14.975,6.0,6,1375,95
15.229,6.0,6,1376,95
15.398,6.0,6,1376,95
15.635,6.0,6,1377,96
15.855,6.0,6,1376,95
16.043,6.0,6,1376,95
16.296,5.9,6,1376,95
16.48,5.9,6,1376,95
16.691,5.9,6,1376,95
16.919,5.8,6,1377,96
17.156,5.8,6,1377,96
17.352,5.8,6,1378,96
17.555,5.9,6,1376,95
17.817,5.9,6,1376,95
17.983,5.8,6,1376,95
18.217,5.8,6,1378,96
18.408,5.9,6,1377,96
18.616,5.9,6,1377,96
18.885,5.9,6,1376,95
19.052,6.0,6,1376,95
19.294,5.9,6,1376,95
19.506,5.8,6,1376,95
19.713,5.9,6,1377,96
19.927,5.9,6,1376,95
20.122,5.8,5,1376,95
20.36,5.9,5,1376,95
20.571,5.8,5,1364,92
20.782,5.9,5,1373,95
21.009,5.9,5,1372,94
21.199,5.9,5,1373,95
21.457,5.8,5,1372,94
21.629,5.9,5,1372,94
21.889,5.8,5,1371,94
22.066,5.8,5,1373,95
22.278,5.9,5,1372,94
22.513,5.8,5,1371,94
22.717,5.8,5,1372,94
22.959,5.8,5,1372,94
23.134,5.8,5,1373,95
23.368,5.8,5,1371,94
23.603,5.9,5,1373,95
23.78,5.9,5,1370,94
24.056,5.9,5,1370,94
24.26,5.9,5,1370,94
24.441,5.9,5,1372,94
24.647,5.8,5,1370,94
24.878,6.0,5,1371,94
25.125,5.9,5,1368,93
25.313,5.9,5,1371,94
25.531,5.9,5,1371,94
