time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.112,5.8,6,1100,25
0.353,5.8,6,1207,52
0.57,6.1,6,1207,52
0.756,6.1,6,1205,52
0.988,6.1,6,1206,52
1.253,5.9,6,1207,52
1.4,5.8,6,1207,52
1.628,6.0,6,1207,52
1.826,6.1,6,1206,52
2.068,6.0,6,1206,52
2.29,5.9,6,1207,52
2.473,5.9,6,1207,52
2.704,6.0,6,1207,52
2.915,5.8,6,1207,52
3.172,5.8,16,1207,52
3.328,6.1,16,1274,69
3.576,6.1,16,1236,60
3.777,6.1,16,1233,59
3.979,6.0,16,1233,59
4.195,6.0,26,1234,59
4.428,6.0,26,1235,59
4.652,6.2,26,1283,72
4.864,6.0,26,1261,66
5.088,6.0,26,1260,66
5.259,5.9,26,1261,66
5.48,5.9,26,1263,67
5.72,6.0,26,1263,67
5.936,5.8,26,1264,67
6.141,5.8,26,1267,68
6.336,6.0,26,1268,68
6.546,6.0,26,1268,68
6.769,5.9,36,1270,68
6.993,6.1,36,1334,85
7.226,5.9,36,1288,73
7.438,5.7,36,1287,73
7.628,5.6,36,1289,73
7.841,5.7,36,1291,74
8.055,5.8,36,1292,74
8.302,5.7,36,1294,74
8.48,5.8,36,1296,75
8.706,5.7,36,1297,75
8.905,5.6,36,1301,76
9.12,5.6,36,1303,77
9.369,5.7,36,1304,77
9.551,5.7,36,1306,78
9.775,5.6,36,1308,78
9.977,5.6,36,1311,79
10.189,5.7,36,1312,79
10.403,5.9,36,1313,79
10.626,5.8,36,1315,80
10.845,5.9,36,1318,81
11.038,6.0,36,1318,81
11.31,6.1,26,1320,81
11.485,6.0,26,1231,58
11.708,5.9,26,1255,65
11.956,6.0,26,1260,66
12.117,5.9,26,1260,66
12.344,5.8,16,1262,66
12.58,5.8,16,1182,46
12.784,6.2,16,1227,57
12.99,6.0,16,1231,58
13.206,6.0,16,1234,59
13.42,5.8,16,1234,59
13.615,6.0,16,1236,60
13.848,5.8,16,1235,59
14.056,5.8,16,1237,60
14.264,5.9,16,1238,60
14.48,5.9,16,1237,60
14.724,5.9,16,1239,60
14.905,5.9,16,1239,60
15.118,5.8,16,1240,61
15.33,6.0,16,1240,61
15.563,5.9,16,1241,61
15.755,5.8,16,1242,61
15.976,5.8,16,1242,61
16.199,5.8,16,1243,61
16.418,5.9,16,1243,61
16.605,5.8,16,1243,61
16.825,5.9,16,1245,62
17.065,5.9,16,1245,62
17.248,5.9,16,1246,62
17.472,5.9,16,1247,62
17.682,5.9,16,1247,62
17.936,5.8,16,1248,63
18.111,5.9,16,1249,63
18.352,7.0,16,1249,63
18.562,6.6,16,1243,61
18.774,5.7,16,1251,64
18.966,5.6,16,1254,64
19.203,5.5,16,1253,64
19.411,5.5,16,1254,64
19.63,5.4,16,1254,64
19.873,5.6,16,1255,65
20.056,5.6,16,1255,65
20.275,5.6,16,1256,65
20.502,5.6,16,1257,65
20.712,5.7,16,1257,65
20.888,5.7,16,1258,65
21.111,5.7,16,1258,65
21.338,5.8,16,1258,65
21.533,5.7,16,1259,66
21.762,5.7,16,1261,66
21.964,5.8,16,1261,66
22.224,5.8,16,1261,66
22.405,5.8,16,1262,66
22.624,5.8,16,1262,66
22.842,5.8,16,1263,67
23.057,5.9,16,1264,67
23.265,5.8,16,1264,67
23.523,5.8,16,1265,67
23.678,5.9,16,1266,67
23.941,5.8,16,1266,67
24.156,5.8,16,1268,68
24.363,5.9,16,1268,68
24.567,5.8,16,1268,68
