# Kp=1.2 Ki=0.05 Kd=2.0
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.069,5.8,25,,
0.266,5.8,25,,
0.466,5.8,25,1218,55
0.709,5.6,25,1238,60
0.901,5.5,25,1258,65
1.144,5.7,25,1276,70
1.346,5.8,25,1296,75
1.538,5.8,25,1318,81
1.773,5.7,25,1338,86
2.002,5.8,25,1358,91
2.237,5.5,25,1378,96
2.415,6.0,25,1396,100
2.621,5.9,25,1416,106
2.846,5.9,25,1436,111
3.068,5.7,25,1456,116
3.292,6.0,25,1476,121
3.494,5.7,25,1496,126
3.725,5.7,25,1514,131
3.916,5.8,25,1534,136
4.128,5.9,25,1554,141
4.396,5.8,25,1574,146
4.554,5.7,25,1594,151
4.766,5.7,25,1614,156
5.012,5.8,25,1634,161
5.19,5.9,25,1654,166
5.414,5.9,25,1674,171
5.623,5.8,25,1694,176
5.854,5.7,25,1714,182
6.056,5.9,25,1734,187
6.281,5.9,25,1754,192
6.488,5.9,25,1772,196
6.689,5.7,25,1780,198
6.92,5.5,25,1780,198
7.129,5.9,25,1780,198
7.335,6.0,25,1780,198
7.568,5.7,25,1780,198
7.788,5.8,25,1780,198
8.003,5.6,25,1780,198
8.226,5.9,25,1780,198
8.447,5.7,25,1204,52
8.623,5.8,25,1224,57
8.868,5.8,25,1244,62
9.054,5.8,25,1264,67
9.273,5.7,25,1284,72
9.511,5.8,25,1302,77
9.702,5.8,25,1324,82
9.929,5.7,25,1344,87
10.156,5.8,25,1364,92
10.358,5.8,25,1384,97
10.561,5.7,25,1404,103
10.78,5.9,25,1424,108
10.99,5.8,25,1444,113
