# Kp=1.2 Ki=0.05 Kd=2.0
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.043,6.0,25,1237,60
0.267,5.7,25,1237,60
0.473,5.4,25,1261,66
0.736,5.4,25,1281,71
0.914,5.5,25,1301,76
1.14,5.6,25,1319,81
1.362,5.5,25,1341,86
1.561,5.5,25,1361,92
1.783,5.6,25,1381,97
2.001,5.8,25,1401,102
2.193,5.5,25,1421,107
2.445,5.5,25,1441,112
2.62,5.6,25,1461,117
2.866,5.6,25,1479,122
3.058,5.7,25,1501,127
3.255,5.6,25,1521,132
3.495,5.5,25,1541,137
3.701,5.4,25,1561,143
3.915,5.4,25,1581,148
4.131,5.4,25,1601,153
4.362,5.4,25,1621,158
4.61,5.5,25,1641,163
4.777,5.4,25,1661,168
4.993,5.4,25,1681,173
