time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.034,5.9,6,,
0.242,5.9,6,,
0.45,5.9,6,1295,75
0.664,6.4,6,1325,82
0.9,6.4,6,1355,90
1.095,6.7,6,1385,98
1.341,8.5,6,1415,105
1.535,14.0,6,1445,113
1.751,22.9,6,1475,121
1.97,29.2,6,1329,83
2.184,22.3,6,1322,82
2.412,11.5,6,1498,126
2.606,22.7,6,1538,137
2.811,37.1,6,1238,60
3.062,20.4,6,1217,55
3.253,21.0,6,1613,156
3.476,19.9,6,1396,100
3.682,23.2,6,1415,105
3.91,24.6,6,1358,91
4.109,24.5,6,1371,94
4.366,22.2,6,1385,98
4.606,16.1,6,1416,106
4.777,12.1,6,1478,121
4.99,9.3,6,1475,121
5.187,7.0,6,1471,120
5.438,6.2,6,1473,120
5.641,5.8,6,1461,117
5.842,5.7,6,1457,116
6.084,5.7,6,1454,115
6.279,5.6,6,1454,115
6.499,5.7,6,1454,115
6.718,5.6,6,1452,115
6.928,5.8,6,1454,115
7.149,5.8,6,1451,115
7.37,5.9,6,1452,115
7.592,6.0,6,1452,115
7.784,5.9,6,1450,114
7.979,5.9,6,1453,115
8.229,5.9,6,1454,115
8.402,6.0,6,1451,115
8.636,5.9,6,1452,115
8.843,5.9,6,1453,115
9.087,6.0,6,1454,115
9.307,6.1,6,1451,115
9.504,6.0,6,1450,114
9.71,5.9,6,1453,115
9.901,6.0,6,1453,115
10.136,5.9,6,1451,115
10.329,5.9,6,1454,115
10.585,5.9,6,1453,115
10.797,5.8,6,1452,115
10.978,5.8,6,1453,115
11.244,5.8,6,1452,115
11.423,5.9,6,1452,115
11.635,5.9,6,1453,115
11.853,6.0,6,1452,115
12.061,6.0,6,1452,115
12.285,6.0,6,1451,115
12.485,6.0,6,1452,115
12.727,5.9,6,1451,115
12.925,5.9,6,1453,115
13.164,6.0,6,1452,115
13.342,5.8,6,1451,115
13.57,6.0,6,1455,116
13.788,6.0,6,1451,115
13.978,5.9,6,1451,115
14.22,5.9,6,1453,115
14.428,6.0,6,1455,116
14.639,6.0,6,1450,114
14.864,5.9,6,1453,115
15.054,6.0,6,1454,115
15.322,6.0,6,1451,115
15.497,5.9,6,1451,115
15.719,5.9,6,1454,115
15.912,5.9,6,1452,115
16.126,5.9,6,1453,115
16.363,5.9,6,1452,115
16.555,6.0,6,1452,115
16.774,6.0,6,1451,115
17.011,6.0,6,1453,115
17.198,5.9,6,1452,115
17.415,6.0,6,1452,115
17.623,6.0,6,1453,115
17.854,6.0,6,1451,115
18.05,6.1,6,1452,115
18.284,5.9,6,1450,114
18.514,5.9,6,1454,115
18.688,6.1,6,1454,115
18.955,5.9,6,1451,115
19.14,5.8,6,1455,116
19.339,5.9,6,1454,115
19.574,6.0,6,1452,115
19.762,5.9,6,1451,115
20.002,6.0,6,1453,115
20.192,5.9,6,1451,115
20.432,5.8,6,1454,115
20.614,5.9,6,1456,116
20.857,5.9,6,1453,115
21.059,5.8,6,1452,115
21.262,5.9,6,1452,115
21.487,5.9,6,1452,115
21.699,6.0,6,1452,115
21.923,6.0,6,1450,114
22.142,6.0,6,1452,115
22.349,5.9,6,1451,115
22.57,5.9,6,1453,115
22.765,5.9,6,1453,115
23.012,5.9,6,1454,115
23.199,5.9,6,1452,115
23.475,5.8,6,1453,115
23.635,5.9,6,1453,115
23.845,5.9,6,1452,115
24.097,5.9,6,1452,115
24.403,5.9,6,1451,115
24.494,5.9,6,1452,115
24.708,5.9,6,1453,115
