time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.102,3.4,5,,
0.327,3.1,5,1100,25
0.549,3.1,5,1100,25
0.736,3.1,5,1100,25
0.956,4.0,5,1100,25
1.173,4.7,5,1100,25
1.387,4.8,5,1100,25
1.634,4.4,5,1100,25
1.8,4.6,5,1100,25
2.026,5.5,5,1100,25
2.222,6.0,5,1100,25
2.455,6.6,5,1100,25
2.668,7.0,5,1100,25
2.898,9.2,5,1100,25
3.097,9.9,5,1100,25
3.291,11.2,5,1100,25
3.522,12.1,5,1100,25
3.723,12.7,5,1100,25
4.002,13.3,5,1100,25
4.178,13.8,5,1100,25
4.372,15.2,5,1100,25
4.61,16.0,5,1100,25
4.821,16.8,5,1100,25
5.061,16.3,5,1100,25
5.24,16.2,5,1100,25
5.472,16.4,5,1100,25
5.667,16.0,5,1100,25
5.879,16.3,5,1100,25
6.145,16.6,5,1100,25
6.332,16.5,5,1100,25
6.556,16.0,5,1100,25
6.802,15.0,5,1100,25
6.977,15.3,5,1100,25
7.198,14.8,5,1100,25
7.43,13.7,5,1100,25
7.637,13.0,5,1100,25
7.849,11.8,5,1100,25
8.059,11.0,5,1100,25
8.31,9.9,5,1100,25
8.487,9.4,5,1100,25
8.763,8.6,5,1100,25
8.933,8.7,5,1100,25
9.152,9.6,5,1100,25
9.35,11.3,5,1100,25
9.569,11.7,5,1100,25
9.764,12.2,5,1100,25
9.978,12.6,5,1100,25
10.218,12.8,5,1100,25
10.446,12.4,5,1100,25
10.685,11.3,5,1100,25
10.861,10.0,5,1100,25
11.075,8.6,5,1100,25
11.303,7.3,5,1100,25
11.504,6.4,5,1100,25
11.703,4.7,5,1100,25
11.943,4.7,5,1100,25
12.151,4.3,5,1100,25
12.36,4.0,5,1100,25
12.565,4.2,5,1100,25
12.803,3.8,5,1100,25
13.01,3.7,5,1100,25
13.211,3.6,15,1100,25
13.43,3.7,25,1100,25
13.638,3.5,35,1100,25
13.884,3.4,45,1152,38
14.094,3.4,45,1100,25
14.273,3.5,45,1128,32
14.513,3.5,45,1110,28
14.723,3.5,45,1111,28
14.921,3.5,45,1113,28
15.131,3.5,45,1115,29
15.366,3.4,45,1118,30
15.594,3.4,45,1122,31
15.789,3.6,45,1123,31
16.028,3.8,45,1125,31
16.231,3.8,45,1128,32
16.454,3.9,45,1130,33
16.626,4.1,45,1133,33
16.851,4.3,45,1134,34
17.087,4.4,45,1137,34
17.27,4.2,45,1139,35
17.512,4.3,45,1143,36
17.699,4.3,45,1145,36
17.949,4.3,45,1147,37
18.148,4.3,45,1146,37
18.353,4.2,45,1146,37
18.583,4.2,45,1146,37
18.776,4.3,45,1146,37
19.001,4.3,45,1146,37
19.211,4.3,45,1146,37
19.415,4.5,45,1146,37
19.641,4.4,45,1145,36
19.849,4.4,45,1146,37
20.083,4.3,45,1146,37
20.276,4.4,45,1147,37
20.51,4.4,45,1146,37
20.711,4.5,45,1146,37
20.918,4.4,45,1145,36
21.152,4.4,45,1146,37
21.347,4.5,45,1146,37
21.574,4.4,45,1145,36
21.768,4.6,45,1146,37
21.999,4.5,45,1145,36
22.23,4.4,45,1145,36
