# Kp=2.5 Ki=0.5 Kd=3.5
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.039,6.1,25,,
0.267,6.2,25,,
0.472,6.2,25,1212,54
0.688,6.2,25,1232,59
0.926,6.1,25,1252,64
1.121,6.1,25,1272,69
1.326,6.1,25,1292,74
1.558,6.1,25,1312,79
1.746,6.4,25,1332,84
1.959,7.5,25,1352,89
2.184,10.8,25,1372,94
2.402,17.2,25,1392,99
2.624,27.1,25,1479,122
2.851,33.1,25,1256,65
3.04,24.9,25,1309,78
3.257,13.6,25,1551,140
3.512,21.7,25,1556,141
3.692,42.2,25,1284,72
3.904,52.5,25,1256,65
4.116,44.6,25,1256,65
4.348,20.9,25,1520,132
4.574,27.9,25,1556,141
4.777,16.2,25,1339,86
4.972,20.3,25,1556,141
5.195,14.8,25,1362,92
5.418,14.9,25,1496,126
5.63,14.6,25,1433,110
5.834,14.7,25,1433,110
6.072,14.6,25,1431,109
6.279,14.8,25,1434,110
6.483,15.0,25,1430,109
6.712,14.9,25,1429,109
6.93,14.6,25,1432,110
7.161,14.2,25,1445,113
7.377,11.7,25,1446,113
7.6,9.7,25,1487,124
7.792,8.7,25,1487,124
8.014,8.3,25,1472,120
8.226,8.3,25,1465,118
8.438,8.0,25,1462,117
8.691,7.8,25,1468,119
8.894,6.6,25,1474,120
9.092,6.1,25,1488,124
9.326,6.1,25,1483,123
9.534,6.0,25,1478,121
9.749,6.1,25,1480,122
9.964,6.0,25,1478,121
10.164,5.9,25,1484,123
10.382,5.9,25,1488,124
10.586,5.9,25,1491,125
10.821,5.9,25,1490,124
11.012,6.0,25,1491,125
11.268,6.0,25,1491,125
11.446,6.0,25,1493,125
11.662,6.1,25,1499,127
11.894,6.0,25,1498,126
12.094,6.0,25,1504,128
12.338,6.0,25,1504,128
12.537,6.0,25,1504,128
12.748,5.9,25,1506,129
12.948,5.9,25,1512,130
13.192,5.9,25,1511,130
13.406,5.9,25,1513,130
13.597,5.9,25,1515,131
13.849,5.9,25,1520,132
14.036,5.9,25,1520,132
14.247,5.9,25,1520,132
14.444,5.9,25,1523,133
14.664,5.8,25,1525,133
14.902,5.8,25,1528,134
15.11,5.9,25,1530,135
15.322,5.9,25,1531,135
15.545,5.9,25,1535,136
15.749,5.8,25,1536,136
15.984,5.8,25,1540,137
16.165,5.8,25,1541,137
16.391,5.9,25,1543,138
16.591,5.8,25,1543,138
16.817,6.0,25,1548,139
17.03,5.8,25,1546,139
17.231,5.9,25,1551,140
17.441,5.9,25,1550,140
17.684,5.8,25,1553,141
17.895,5.9,25,1556,141
18.094,5.9,25,1555,141
18.333,6.0,25,1556,141
18.516,5.9,25,1556,141
18.733,6.0,25,1556,141
18.979,5.9,25,1556,141
19.164,5.9,25,1556,141
19.37,6.0,25,1556,141
19.585,6.1,25,1556,141
19.798,6.0,25,1556,141
20.052,6.0,25,1556,141
20.235,6.0,25,1556,141
20.445,6.1,25,1556,141
20.669,6.1,25,1556,141
20.895,6.2,25,1556,141
21.148,6.1,25,1556,141
21.314,6.0,25,1556,141
21.549,6.1,25,1556,141
21.726,6.0,25,1556,141
21.941,6.2,25,1556,141
22.173,6.2,25,1556,141
22.366,6.2,25,1556,141
22.598,6.1,25,1556,141
22.806,6.1,25,1556,141
