time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.216,5.8,6,1322,82
0.408,5.9,6,1251,64
0.623,6.1,6,1253,64
0.869,6.1,6,1251,64
1.043,6.0,6,1254,64
1.296,6.1,6,1254,64
1.485,5.8,6,1254,64
1.733,6.1,6,1255,65
1.901,5.9,6,1252,64
2.135,6.0,6,1254,64
2.371,5.9,6,1254,64
2.562,5.7,16,1254,64
2.813,7.5,16,1354,90
2.995,6.7,16,1282,71
3.206,6.2,16,1300,76
3.415,5.9,16,1299,76
3.643,5.8,16,1300,76
3.863,5.8,16,1300,76
4.054,5.9,16,1301,76
4.302,6.0,26,1301,76
4.498,7.6,26,1483,123
4.706,13.8,26,1329,83
4.938,12.9,26,1267,68
5.193,10.0,26,1327,83
5.368,13.1,26,1331,84
5.557,10.3,26,1297,75
5.771,9.3,26,1354,90
6.017,12.2,26,1331,84
6.203,9.3,26,1307,78
6.454,9.6,26,1361,92
6.636,12.0,26,1329,83
6.861,8.7,26,1314,80
7.067,9.4,26,1368,93
7.29,11.6,26,1333,84
7.506,8.5,26,1324,82
7.694,9.5,26,1374,95
7.942,12.3,26,1335,85
8.132,9.9,26,1319,81
8.351,9.3,26,1370,94
8.56,12.5,26,1353,90
8.775,11.9,26,1318,81
8.972,8.2,26,1347,88
9.194,12.3,26,1377,96
9.409,15.0,26,1318,81
9.663,9.9,26,1322,82
9.835,10.5,26,1401,102
10.08,17.2,26,1347,88
