# Kp=2.5 Ki=0.5 Kd=3.5
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.16,17.9,17,,
0.382,17.2,17,1351,89
0.626,15.1,17,1380,96
0.804,15.9,17,1403,102
1.042,19.5,17,1351,89
1.265,18.8,17,1308,78
1.456,12.4,17,1387,98
1.716,13.1,17,1476,121
1.903,23.6,17,1348,88
2.122,25.0,17,1218,55
2.339,15.0,17,1349,88
2.588,10.7,17,1434,110
2.761,11.7,17,1490,124
2.965,7.7,17,1416,106
3.225,6.6,17,1441,112
3.406,6.2,17,1413,105
3.642,6.3,17,1405,103
3.829,6.3,17,1398,101
4.055,6.3,17,1400,102
4.254,6.3,17,1399,101
4.473,6.3,17,1400,102
4.705,6.3,17,1404,103
4.902,6.4,17,1402,102
5.149,6.4,17,1404,103
5.342,6.4,17,1406,103
5.549,6.3,17,1406,103
5.795,6.3,17,1411,104
5.977,6.3,17,1410,104
6.197,6.3,17,1409,104
6.425,6.2,17,1412,105
6.617,6.2,17,1416,106
6.846,6.2,17,1417,106
7.064,6.6,17,1417,106
7.291,6.6,17,1404,103
7.486,6.1,17,1424,108
7.707,5.9,17,1426,108
7.905,5.9,17,1425,108
8.12,5.8,17,1423,107
8.351,5.8,17,1426,108
