# Kp=2.5 Ki=0.5 Kd=3.5
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.037,5.9,25,,
0.239,5.9,25,,
0.451,5.9,25,1218,55
0.688,5.9,25,1238,60
0.883,5.9,25,1258,65
1.118,5.8,25,1278,70
1.349,5.9,25,1298,75
1.541,5.8,25,1318,81
1.76,6.0,25,1338,86
1.954,7.4,25,1358,91
2.18,11.4,25,1378,96
2.383,18.1,25,1398,101
2.599,24.5,25,1307,78
2.833,22.4,25,1319,81
3.031,17.0,25,1460,117
3.277,22.5,25,1504,128
3.458,34.5,25,1305,77
3.677,37.7,25,1258,65
3.913,23.4,25,1337,85
4.111,18.8,25,1558,142
4.341,12.2,25,1466,118
4.535,13.6,25,1558,142
4.762,9.1,25,1443,112
4.962,6.8,25,1511,130
5.215,5.9,25,1493,125
5.387,5.8,25,1476,121
5.612,5.8,25,1468,119
5.871,5.8,25,1469,119
6.041,6.0,25,1469,119
6.254,5.9,25,1467,119
6.48,5.9,25,1472,120
6.696,5.9,25,1477,121
6.932,5.8,25,1479,122
7.146,5.9,25,1482,122
7.334,6.0,25,1480,122
7.54,5.8,25,1481,122
7.78,5.7,25,1486,123
7.985,5.8,25,1491,125
8.18,6.0,25,1489,124
8.416,5.7,25,1488,124
8.62,5.8,25,1496,126
8.83,5.7,25,1495,126
9.053,5.7,25,1499,127
9.258,5.8,25,1502,128
9.535,6.0,25,1499,127
9.692,5.9,25,1499,127
9.915,5.8,25,1506,129
10.11,5.9,25,1508,129
