# Kp=1.2 Ki=0.05 Kd=2.0
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.151,6.0,5,1100,25
0.395,6.1,5,1206,52
0.574,6.1,5,1224,57
0.833,6.0,5,1244,62
1.048,6.0,5,1264,67
1.239,6.0,5,1284,72
1.497,6.0,5,1302,77
1.662,6.2,15,1322,82
1.867,6.0,15,1340,86
2.07,6.2,15,1362,92
2.29,6.0,15,1382,97
2.53,6.5,15,1402,102
2.748,8.5,15,1422,107
2.959,12.5,15,1442,112
3.168,19.0,15,1462,117
3.371,27.4,15,1482,122
3.596,33.0,15,1454,115
3.817,35.4,15,1489,124
4.044,33.1,15,1470,119
4.232,29.6,15,1501,127
4.463,25.5,15,1494,125
4.699,23.6,15,1470,119
4.904,23.8,15,1468,119
5.141,23.5,15,1462,117
5.327,24.4,15,1473,120
5.557,25.4,15,1446,113
5.756,25.8,25,1463,118
5.976,26.1,25,1460,117
6.211,28.0,25,1465,118
6.426,27.2,25,1448,114
6.659,25.4,25,1489,124
6.848,23.2,25,1486,123
7.062,23.0,25,1474,120
7.28,23.8,25,1468,119
7.473,24.3,25,1464,118
7.723,25.2,25,1464,118
7.933,25.0,25,1476,121
8.141,24.3,25,1481,122
8.375,24.6,25,1484,123
8.566,23.6,25,1466,118
8.795,22.3,25,1478,121
9.014,22.5,35,1464,118
9.238,22.9,35,1468,119
9.428,25.2,35,1464,118
9.666,26.2,35,1463,118
9.871,24.8,35,1484,123
10.088,24.5,35,1500,127
10.334,25.6,35,1460,117
10.53,25.6,35,1467,119
10.726,26.4,35,1482,122
10.997,26.5,35,1476,121
11.172,26.5,35,1491,125
11.394,26.2,35,1477,121
11.602,26.2,35,1483,123
11.812,25.9,35,1475,121
12.023,25.4,35,1471,120
12.248,25.3,35,1479,122
12.467,25.3,35,1483,123
12.709,25.0,35,1485,123
12.892,25.5,35,1490,124
13.171,26.9,35,1493,125
13.326,28.1,35,1473,120
13.54,28.0,45,1474,120
13.737,28.1,45,1484,123
14.018,28.4,45,1501,127
14.182,29.1,45,1484,123
14.39,28.1,45,1502,128
14.671,28.2,45,1520,132
14.814,29.3,45,1490,124
15.048,30.0,45,1496,126
15.267,30.5,45,1502,128
15.521,30.7,45,1502,128
15.691,29.6,55,1486,123
15.923,29.2,55,1498,126
16.148,29.5,55,1503,128
16.345,29.8,55,1489,124
16.57,30.9,55,1510,130
16.759,30.9,55,1518,132
16.985,32.5,55,1516,131
17.217,34.3,60,1490,124
17.406,34.9,60,1522,133
17.641,35.2,60,1518,132
17.864,35.9,60,1510,130
18.072,36.8,60,1519,132
18.267,36.4,60,1510,130
18.479,37.9,60,1524,133
18.737,39.6,60,1512,130
18.898,39.7,60,1533,135
19.157,40.9,60,1525,133
19.326,43.3,60,1516,131
19.547,44.2,60,1509,129
19.767,45.9,60,1533,135
19.986,47.9,60,1500,127
20.21,48.5,60,1515,131
20.427,49.9,60,1515,131
20.629,52.2,60,1518,132
20.864,53.1,60,1526,134
21.056,52.9,60,1509,129
21.312,52.7,60,1514,131
21.497,51.4,60,1504,128
21.73,48.2,60,1504,128
21.945,45.9,60,1546,139
22.129,45.1,60,1540,137
22.406,44.8,60,1534,136
22.571,44.7,60,1530,135
22.809,45.7,60,1519,132
23.014,45.4,60,1529,134
23.226,45.8,60,1534,136
23.465,45.8,60,1521,132
23.646,46.0,60,1530,135
23.892,45.9,60,1525,133
24.085,46.7,60,1535,136
24.317,47.2,60,1511,130
24.546,46.7,60,1535,136
24.726,47.1,60,1532,135
24.976,47.3,60,1520,132
25.176,45.9,60,1542,138
25.387,46.6,60,1526,134
25.633,47.2,60,1524,133
25.82,47.1,60,1529,134
26.047,48.0,60,1525,133
26.25,49.9,60,1519,132
26.492,51.6,60,1504,128
26.679,52.0,60,1512,130
26.91,52.1,60,1516,131
27.115,53.9,60,1516,131
27.337,55.3,60,1517,131
27.571,55.0,60,1527,134
27.767,56.0,60,1523,133
27.982,55.1,60,1503,128
28.244,54.5,60,1533,135
28.416,56.0,60,1547,139
28.632,57.5,60,1529,134
28.834,57.1,60,1520,132
29.073,57.8,60,1525,133
29.287,55.5,60,1521,132
29.542,55.1,60,1526,134
29.725,53.8,60,1513,130
29.9,52.2,60,1533,135
30.132,51.5,60,1529,134
30.343,49.7,60,1507,129
30.561,47.9,60,1511,130
30.776,45.8,60,1521,132
30.997,44.7,60,1521,132
31.213,43.7,60,1530,135
31.409,41.0,60,1512,130
31.649,39.2,60,1544,138
31.839,36.8,60,1517,131
32.08,35.5,60,1523,133
32.276,34.2,60,1529,134
32.494,33.5,60,1527,134
32.721,36.3,60,1523,133
32.937,36.5,60,1516,131
33.134,37.9,60,1540,137
33.376,38.5,60,1507,129
33.577,38.7,60,1533,135
33.787,40.0,60,1533,135
33.995,41.6,60,1524,133
34.225,40.1,60,1504,128
