# Kp=1.2 Ki=0.05 Kd=2.0
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.165,5.4,25,1100,25
0.382,5.6,25,1210,53
0.589,5.4,25,1230,58
0.803,5.5,25,1250,63
1.03,5.7,25,1270,68
1.223,5.5,25,1290,73
1.483,5.7,25,1310,79
1.653,5.7,25,1330,84
1.883,6.0,25,1350,89
2.084,7.6,25,1370,94
2.292,12.4,25,1390,99
2.548,20.1,25,1410,104
2.724,29.8,25,1428,109
2.974,36.0,25,1386,98
3.164,36.2,25,1407,103
3.393,33.5,25,1427,108
3.613,29.6,25,1433,110
3.814,25.7,25,1403,102
4.092,23.0,25,1423,107
4.253,22.3,25,1421,107
4.446,22.8,25,1410,104
4.663,24.5,25,1425,108
4.891,27.5,25,1402,102
5.09,27.7,25,1389,99
5.334,27.0,25,1444,113
5.532,26.7,25,1414,105
5.736,25.9,25,1398,101
5.979,24.6,25,1417,106
6.194,25.0,25,1408,104
6.385,26.1,25,1397,101
6.636,25.9,25,1424,108
6.819,26.4,25,1400,102
7.033,25.2,25,1425,108
7.287,24.7,25,1415,105
7.467,23.5,25,1402,102
7.707,23.1,25,1416,106
7.898,22.2,25,1419,106
8.129,23.0,25,1433,110
8.331,24.8,25,1393,100
8.588,24.5,25,1405,103
8.775,26.1,25,1432,110
8.981,26.3,25,1399,101
9.221,24.2,25,1418,106
9.418,24.9,25,1422,107
9.632,25.9,25,1392,99
9.874,25.3,25,1412,105
10.058,24.4,25,1415,105
10.265,22.5,25,1416,106
10.485,23.2,25,1425,108
10.702,25.5,25,1390,99
10.934,26.7,25,1410,104
11.132,27.9,25,1417,106
11.394,27.3,25,1416,106
11.598,25.5,25,1422,107
11.813,23.0,25,1422,107
12.013,21.6,25,1431,109
12.242,23.1,25,1395,100
12.48,24.5,25,1405,103
12.662,24.9,25,1415,105
12.879,24.3,25,1406,103
13.072,23.4,25,1418,106
13.291,22.6,25,1420,107
13.564,22.3,25,1414,105
13.742,23.0,25,1412,105
13.965,25.0,25,1411,104
14.173,26.3,25,1402,102
14.412,25.5,25,1426,108
14.585,25.0,25,1437,111
14.829,24.9,25,1416,106
15.055,24.3,25,1400,102
15.245,23.1,25,1417,106
15.479,22.5,25,1411,104
15.664,23.0,25,1408,104
15.889,22.7,25,1413,105
16.119,23.7,25,1418,106
16.337,25.6,25,1409,104
16.579,25.8,25,1401,102
16.762,24.4,25,1424,108
16.999,25.5,25,1425,108
17.212,25.6,25,1402,102
17.391,25.2,25,1411,104
17.656,24.6,25,1427,108
17.847,24.3,25,1421,107
18.082,22.9,25,1403,102
18.315,23.5,25,1435,110
18.473,24.0,25,1403,102
18.705,23.8,25,1414,105
18.921,23.1,25,1420,107
19.136,24.6,25,1409,104
19.354,25.2,25,1416,106
19.571,24.7,25,1415,105
19.786,24.7,25,1412,105
19.981,22.5,25,1414,105
20.253,21.9,25,1421,107
20.414,22.3,25,1412,105
20.655,22.1,25,1418,106
20.916,23.7,25,1421,107
21.075,24.9,25,1416,106
21.296,23.9,25,1414,105
21.495,24.7,25,1429,109
21.723,24.3,25,1403,102
21.944,23.0,25,1431,109
22.136,23.3,25,1436,111
22.354,24.1,25,1426,108
22.56,24.0,25,1426,108
22.8,24.7,25,1428,109
22.992,25.6,25,1431,109
23.205,26.0,25,1419,106
23.457,25.7,25,1423,107
23.642,25.2,25,1411,104
23.899,25.0,25,1436,111
24.072,24.3,25,1433,110
24.306,24.2,25,1423,107
24.546,24.5,25,1433,110
24.741,23.4,25,1424,108
24.978,23.6,25,1433,110
25.192,24.3,25,1417,106
25.39,24.8,25,1413,105
25.604,24.5,25,1421,107
25.84,25.0,25,1420,107
26.052,25.6,25,1429,109
26.237,26.7,25,1424,108
26.451,26.9,25,1421,107
26.686,25.9,25,1432,110
26.89,26.0,25,1428,109
27.118,25.2,25,1413,105
27.326,26.0,25,1419,106
27.559,25.8,25,1426,108
27.74,25.4,25,1419,106
27.972,25.0,25,1420,107
28.199,25.0,25,1423,107
28.407,26.0,25,1418,106
28.639,26.3,25,1413,105
28.846,23.8,25,1433,110
29.074,24.1,25,1430,109
29.283,25.3,25,1413,105
29.495,25.3,25,1412,105
29.708,25.2,25,1431,109
29.929,25.1,25,1406,103
30.14,23.6,25,1433,110
30.379,23.1,25,1423,107
30.561,25.0,25,1423,107
30.805,26.0,25,1398,101
31.02,24.9,25,1432,110
31.212,24.7,25,1416,106
31.451,23.9,25,1421,107
31.68,24.6,25,1427,108
31.862,25.0,25,1419,106
32.09,24.7,25,1427,108
32.315,24.6,25,1421,107
32.523,24.1,25,1417,106
32.711,24.1,25,1428,109
32.999,24.0,25,1404,103
33.193,15.3,25,1433,110
33.348,12.7,25,1492,125
33.589,7.2,25,1447,113
33.791,9.1,25,1437,111
34.038,9.8,25,1432,110
34.265,9.0,25,1451,115
34.453,5.8,25,1460,117
34.659,4.4,25,1450,114
34.889,3.9,25,1457,116
35.077,4.2,25,1460,117
35.31,4.0,25,1465,118
35.515,4.0,25,1472,120
35.725,4.4,25,1482,122
35.939,4.5,25,1486,123
36.169,4.8,25,1478,121
36.37,4.6,25,1493,125
36.596,4.8,25,1488,124
