time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.068,5.8,6,,
0.285,5.6,6,1235,59
0.512,5.6,6,1234,59
0.773,5.8,6,1235,59
0.93,5.7,16,1235,59
1.162,7.3,16,1361,92
1.369,6.5,16,1268,68
1.58,5.9,16,1280,71
1.795,5.7,16,1283,72
2.006,5.8,16,1283,72
2.21,5.8,16,1279,71
2.43,5.8,26,1281,71
2.653,6.1,26,1283,72
2.886,8.5,26,1352,89
3.078,9.8,26,1294,74
3.311,7.7,26,1302,77
3.51,8.3,26,1322,82
3.7,6.8,26,1312,79
3.924,6.7,26,1329,83
4.141,6.2,26,1329,83
4.374,5.8,26,1331,84
4.564,5.9,26,1335,85
4.818,5.9,26,1334,85
5.002,5.9,26,1336,85
5.243,5.8,26,1338,86
5.443,6.0,26,1341,86
5.679,6.1,26,1342,87
5.866,6.0,26,1343,87
6.066,6.1,26,1347,88
6.314,6.4,26,1347,88
6.519,7.0,26,1347,88
6.735,7.1,26,1345,87
6.962,6.7,26,1350,89
7.151,7.0,26,1355,90
7.377,7.8,26,1353,90
7.568,8.4,26,1347,88
7.799,7.8,26,1349,88
8.034,7.6,26,1361,92
8.224,8.4,26,1360,91
8.45,9.3,26,1354,90
8.658,9.6,26,1351,89
8.888,8.6,26,1357,91
9.073,7.7,26,1371,94
9.289,9.0,36,1374,95
9.537,12.5,36,1454,115
9.722,17.1,36,1318,81
9.952,14.0,36,1288,73
10.165,9.8,36,1358,91
10.368,16.3,36,1362,92
10.591,19.1,36,1282,71
10.813,10.6,36,1307,78
11.042,14.4,36,1407,103
11.233,23.0,36,1316,80
11.454,20.8,36,1255,65
