# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.012,11.9,0,-0.0,,
0.266,11.7,0,-0.0,,
0.438,13.0,0,-0.0,1395,100
0.671,22.9,0,-0.0,1495,126
0.878,39.7,0,4.47,1451,115
1.113,51.9,0,8.71,1420,107
1.306,58.4,0,12.94,1417,106
1.523,58.9,0,50.12,1441,112
1.752,57.6,0,51.06,1475,121
1.94,59.4,0,51.06,1510,130
2.164,62.8,0,51.06,1512,130
2.384,70.9,0,28.47,1513,130
2.585,77.7,0,3.06,1496,126
2.838,86.1,0,-0.0,1461,117
3.048,92.7,0,-0.0,1455,116
3.263,98.0,0,-0.0,1455,116
3.454,98.5,0,-0.0,1448,114
3.684,94.9,0,-0.0,1462,117
3.909,89.1,0,-0.0,1473,120
4.104,85.9,0,-0.0,1491,125
4.34,83.8,0,-0.0,1491,125
4.546,81.9,0,-0.0,1490,124
4.754,80.9,0,-0.0,1491,125
4.996,79.9,0,-0.0,1487,124
5.18,80.8,0,-0.0,1490,124
5.403,81.3,0,-0.0,1484,123
5.623,82.5,0,-0.0,1485,123
5.834,82.2,0,-0.0,1479,122
6.063,82.7,0,18.12,1483,123
6.258,81.4,0,24.24,1491,125
6.473,82.3,0,27.06,1520,132
6.731,86.0,0,-0.0,1515,131
6.927,91.0,0,-0.0,1486,123
7.127,97.1,0,-0.0,1478,121
7.342,97.6,0,-0.0,1469,119
7.6,98.1,0,-0.0,1481,122
7.767,100.1,0,-0.0,1476,121
7.998,98.4,0,-0.0,1481,122
8.198,94.9,0,-0.0,1478,121
8.411,95.4,0,-0.0,1498,126
8.634,96.5,0,-0.0,1485,123
8.845,93.7,0,-0.0,1479,122
9.084,92.9,0,-0.0,1494,125
9.29,93.9,0,-0.0,1491,125
9.508,92.4,0,-0.0,1478,121
9.712,93.0,0,-0.0,1500,127
9.924,90.6,0,-0.0,1493,125
10.157,93.6,0,60.0,1495,126
10.357,96.5,0,-0.0,1513,130
10.593,99.6,0,-0.0,1497,126
10.807,103.8,0,-0.0,1482,122
11.016,106.6,0,-0.0,1471,120
11.27,108.6,0,-0.0,1468,119
11.439,108.4,0,-0.0,1464,118
11.674,108.9,0,11.53,1481,122
11.916,102.8,0,9.18,1475,121
12.098,100.3,0,5.41,1509,129
12.338,104.5,0,5.41,1516,131
12.532,104.9,0,5.41,1479,122
12.777,108.2,0,-0.0,1496,126
12.973,113.4,0,-0.0,1489,124
13.224,107.6,0,-0.0,1473,120
13.454,112.6,0,-0.0,1502,128
13.634,113.1,0,-15.29,1479,122
13.887,112.7,0,-51.06,1480,122
14.078,108.3,0,-60.0,1436,111
14.289,94.3,0,-60.0,1434,110
14.512,31.1,0,-58.12,1449,114
14.721,21.5,0,-0.0,1484,123
14.966,20.9,0,-60.0,1529,134
15.148,29.1,0,-59.53,1459,117
15.368,34.7,0,-59.06,1403,102
15.581,33.0,0,-55.76,1390,99
15.824,28.9,0,-55.29,1397,101
16.011,28.6,0,-55.29,1402,102
16.229,79.7,0,-55.29,1377,96
16.463,76.8,0,-60.0,1459,117
16.673,73.9,0,50.12,1445,113
16.88,74.8,0,57.18,1531,135
17.114,75.8,0,-0.0,1528,134
17.328,81.9,0,3.53,1530,135
17.523,86.7,0,55.29,1482,122
17.744,95.6,0,60.0,1515,131
17.963,100.7,0,38.82,1528,134
18.198,117.5,0,-0.0,1528,134
18.407,123.1,0,-0.0,1452,115
18.61,123.1,0,-0.0,1476,121
18.833,123.1,0,-0.0,1484,123
19.047,123.1,0,-0.0,1484,123
19.27,123.1,0,-0.0,1483,123
19.477,123.7,0,-0.0,1482,122
19.717,123.7,0,-0.0,1476,121
19.9,123.7,0,-0.0,1478,121
20.162,123.7,0,-0.0,1477,121
20.328,123.7,0,-0.0,1475,121
20.571,125.1,0,-0.0,1474,120
