# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.026,42.0,0,32.71,1569,145
0.246,43.9,0,-0.0,1569,145
0.451,49.4,0,3.53,1637,162
0.689,54.0,0,3.53,1617,157
0.873,60.3,0,-0.0,1618,157
1.098,63.9,0,-0.0,1604,154
1.305,66.2,0,-0.0,1605,154
1.548,69.1,0,-0.0,1612,156
1.773,68.1,0,-0.0,1602,153
1.962,65.7,0,-0.0,1613,156
2.18,65.4,0,-0.0,1623,158
2.397,61.9,0,34.12,1619,157
2.608,61.3,0,42.59,1654,166
2.832,64.3,0,50.12,1669,170
3.045,71.1,0,27.06,1664,169
3.301,78.1,0,-0.0,1650,165
3.467,91.4,0,-0.0,1628,160
3.698,99.9,0,-0.0,1593,151
3.932,102.8,0,-0.0,1594,151
4.132,103.5,0,-0.0,1597,152
4.362,104.4,0,-0.0,1598,152
4.554,104.7,0,-0.0,1620,158
4.786,99.6,0,-0.0,1614,156
4.981,94.9,0,-0.0,1625,159
5.225,97.0,0,-0.0,1630,160
5.43,95.3,0,-0.0,1619,157
5.624,93.7,0,-0.0,1624,159
5.869,94.6,0,-0.0,1621,158
6.058,43.5,0,-0.0,1616,157
6.273,41.9,0,-0.0,1639,162
6.515,46.9,0,-0.0,1645,164
6.702,53.6,0,-0.0,1622,158
6.937,59.5,0,-0.0,1601,153
7.153,58.9,0,-0.0,1596,151
7.37,58.3,0,-0.0,1623,158
7.587,56.4,0,-0.0,1623,158
7.808,58.9,0,-0.0,1634,161
8.028,61.9,0,-0.0,1606,154
8.213,70.7,0,-0.0,1607,154
