# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.164,0.3,0,-0.0,,
0.374,0.5,0,-0.0,1335,85
0.573,0.4,0,-0.0,1455,116
0.767,0.4,0,-0.0,1500,127
0.979,0.4,0,-0.0,1500,127
1.166,0.5,0,-0.0,1500,127
1.366,0.4,0,-0.0,1500,127
1.565,0.4,0,-0.0,1500,127
1.784,0.3,0,-0.0,1500,127
1.992,0.2,0,3.53,1500,127
2.201,0.3,0,3.53,1503,128
2.39,0.3,0,3.53,1504,128
2.59,0.4,0,3.53,1505,128
2.789,0.3,0,4.0,1506,129
2.999,0.3,0,4.47,1507,129
3.186,0.4,0,4.94,1508,129
3.384,0.3,0,5.88,1509,129
3.583,0.3,0,11.06,1512,130
3.8,0.3,0,12.94,1518,132
3.989,0.3,0,15.29,1521,132
4.188,0.4,0,17.18,1527,134
4.407,0.4,0,18.59,1532,135
4.607,0.3,0,20.94,1538,137
4.817,0.4,0,25.65,1544,138
5.005,0.4,0,27.53,1555,141
5.216,0.4,0,28.94,1562,143
5.411,0.3,0,28.94,1569,145
5.599,0.3,0,28.94,1577,147
5.798,0.4,0,30.35,1584,148
6.009,0.4,0,34.12,1590,150
6.252,0.4,0,36.94,1602,153
6.408,0.3,0,38.35,1612,156
6.62,0.3,0,38.82,1624,159
6.8,0.4,0,38.82,1633,161
7.029,0.3,0,38.82,1642,163
7.207,0.3,0,38.82,1652,166
7.405,0.3,0,27.06,1662,168
7.614,0.3,0,-0.0,1666,169
7.835,0.3,0,-0.0,1642,163
8.007,0.4,0,-0.0,1641,163
8.204,0.4,0,-0.0,1641,163
8.416,0.4,0,-0.0,1641,163
8.614,0.4,0,-0.0,1641,163
8.814,0.4,0,-3.06,1641,163
9.023,0.3,0,-7.29,1639,162
9.222,0.3,0,-8.7,1635,161
9.42,0.3,0,-15.76,1633,161
9.663,0.3,0,-20.47,1623,158
9.828,0.4,0,-25.18,1618,157
10.035,0.3,0,-25.18,1605,154
10.222,0.3,0,-25.18,1600,153
10.432,0.3,0,-25.18,1594,151
10.642,0.4,0,-25.18,1587,149
10.822,0.4,0,-29.88,1581,148
11.054,0.4,0,-30.35,1572,145
11.221,0.3,0,-30.35,1564,143
11.429,0.3,0,-30.35,1557,142
11.628,0.3,0,-30.35,1550,140
11.828,0.4,0,-0.0,1543,138
12.026,0.3,0,-0.0,1562,143
12.226,0.4,0,-0.0,1562,143
12.427,0.4,0,-0.0,1562,143
12.626,0.4,0,-0.0,1562,143
12.835,0.3,0,-41.17,1562,143
13.033,0.4,0,-41.17,1524,133
13.234,0.4,0,-41.17,1515,131
13.422,0.4,0,-42.59,1505,128
13.644,0.4,0,-42.12,1495,126
13.823,0.4,0,-42.12,1484,123
14.022,0.3,0,-42.12,1474,120
14.232,0.4,0,-0.0,1464,118
14.431,0.4,0,-0.0,1476,121
14.64,0.4,0,-0.0,1489,124
14.828,0.3,0,-0.0,1489,124
15.061,0.2,0,-0.0,1489,124
15.229,0.4,0,-0.0,1489,124
15.428,0.3,0,-0.0,1488,124
15.627,0.4,0,-0.0,1489,124
15.837,0.4,0,-0.0,1489,124
16.046,0.4,0,-0.0,1489,124
16.235,0.3,0,-0.0,1489,124
16.447,0.3,0,-0.0,1489,124
16.635,0.4,0,-0.0,1489,124
16.836,0.4,0,-0.0,1489,124
17.046,0.4,0,-0.0,1489,124
17.267,0.3,0,-0.0,1488,124
17.445,0.4,0,-0.0,1489,124
