# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.17,18.5,0,-0.0,1439,111
0.387,18.6,0,3.53,1431,109
0.613,19.2,0,27.53,1431,109
0.813,20.2,0,34.12,1435,110
1.021,19.7,0,28.47,1464,118
1.239,22.6,0,33.18,1469,119
1.46,28.3,0,33.65,1461,117
1.674,33.2,0,39.77,1459,117
1.905,35.1,0,27.53,1465,118
2.104,35.1,0,10.59,1483,123
2.314,35.5,0,37.41,1478,121
2.596,35.1,0,50.12,1491,125
2.745,37.0,0,54.82,1522,133
2.99,41.8,0,52.47,1530,135
3.195,48.8,0,52.47,1529,134
3.425,57.4,0,52.47,1528,134
3.617,64.3,0,-0.0,1525,133
3.845,71.5,0,-0.0,1511,130
4.08,76.6,0,24.71,1483,123
4.28,76.9,0,50.59,1481,122
4.518,77.5,0,-0.0,1544,138
4.709,80.0,0,-0.0,1511,130
4.9,78.9,0,-0.0,1505,128
5.128,78.3,0,43.53,1518,132
5.332,76.3,0,44.94,1546,139
5.565,78.7,0,44.94,1565,144
5.758,85.9,0,-0.0,1566,144
5.999,94.6,0,-0.0,1508,129
6.224,100.2,0,-0.0,1499,127
6.414,107.5,0,-0.0,1502,128
6.639,107.3,0,-0.0,1490,124
6.848,107.7,0,-0.0,1511,130
7.082,107.2,0,-4.47,1508,129
7.3,103.7,0,-0.0,1518,132
7.498,103.6,0,-0.0,1518,132
7.734,99.8,0,-0.0,1506,129
7.943,98.2,0,-0.0,1520,132
8.181,98.7,0,-0.0,1526,134
8.382,95.9,0,-0.0,1527,134
8.607,93.2,0,-0.0,1526,134
8.839,90.5,0,-0.0,1531,135
9.012,93.7,0,-0.0,1547,139
9.268,96.5,0,-0.0,1517,131
9.452,95.8,0,-0.0,1518,132
9.678,99.7,0,-0.0,1519,132
9.876,103.2,0,-0.0,1508,129
10.109,101.8,0,-0.0,1506,129
10.389,105.4,0,-51.06,1527,134
10.543,95.1,0,-51.06,1463,118
10.743,43.8,0,-0.0,1479,122
10.96,33.1,0,-0.0,1458,116
11.191,25.8,0,4.47,1482,122
11.394,20.5,0,3.53,1483,123
11.613,19.3,0,-0.0,1481,122
11.855,19.9,0,-3.06,1471,120
12.043,21.6,0,-20.47,1464,118
12.258,24.0,0,-0.0,1448,114
12.475,25.1,0,-60.0,1400,102
12.694,21.1,0,-0.0,1407,103
12.925,18.0,0,-0.0,1420,107
13.138,21.0,0,-0.0,1446,113
13.326,19.5,0,60.0,1429,109
13.543,17.4,0,60.0,1445,113
13.766,21.0,0,60.0,1506,129
13.999,30.8,0,60.0,1496,126
14.195,45.0,0,-0.0,1478,121
14.443,69.4,0,-60.0,1423,107
14.625,103.2,0,4.47,1380,96
14.844,86.8,0,52.94,1385,98
15.055,81.8,0,-0.0,1534,136
15.269,88.7,0,-0.0,1453,115
15.527,87.9,0,-0.0,1425,108
15.723,78.7,0,-0.0,1447,113
