# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.042,6.2,0,3.53,,
0.274,6.2,0,3.53,1259,66
0.448,6.2,0,3.53,1439,111
0.658,6.2,0,5.41,1504,128
0.858,6.0,0,11.06,1506,129
1.045,6.2,0,21.88,1513,130
1.253,6.2,0,42.12,1518,132
1.451,6.0,0,44.94,1548,139
1.67,6.1,0,51.53,1562,143
1.866,6.2,0,51.53,1579,147
2.07,6.3,0,11.53,1590,150
2.248,6.3,0,7.29,1582,148
2.473,6.3,0,14.82,1567,144
2.65,6.2,0,28.0,1574,146
2.875,6.3,0,28.94,1589,150
3.064,6.3,0,3.53,1597,152
3.257,6.3,0,-5.41,1602,153
3.454,6.2,0,-0.0,1571,145
3.663,6.2,0,-0.0,1581,148
3.855,6.3,0,-7.76,1581,148
4.063,6.3,0,-8.7,1573,146
4.25,6.2,0,9.65,1571,145
4.458,6.2,0,13.88,1585,149
4.659,6.3,0,20.94,1592,150
4.87,6.2,0,25.65,1602,153
5.07,6.0,0,36.94,1611,155
5.282,6.1,0,44.0,1624,159
5.47,6.2,0,44.47,1640,163
5.668,6.2,0,31.77,1652,166
5.874,6.2,0,3.53,1662,168
6.094,6.2,0,3.53,1637,162
6.269,6.2,0,-0.0,1636,162
6.475,6.2,0,-7.76,1633,161
6.683,6.3,0,-7.76,1629,160
6.873,6.2,0,-36.94,1625,159
7.07,6.3,0,-56.23,1610,155
7.275,6.1,0,-4.0,1572,145
7.467,6.1,0,4.94,1597,152
7.675,6.3,0,4.94,1610,155
7.897,6.3,0,4.94,1611,155
8.072,6.2,0,4.94,1612,156
8.286,6.2,0,4.94,1614,156
8.472,6.2,0,4.94,1615,156
8.677,6.3,0,4.94,1617,157
