# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.023,14.0,0,-0.0,,
0.263,14.0,0,-0.0,,
0.556,14.1,0,-0.0,1255,65
0.769,14.2,0,-0.0,1335,85
0.96,14.1,0,-0.0,1415,105
1.193,14.1,0,-0.0,1500,127
1.372,14.2,0,-0.0,1500,127
1.565,14.1,0,-0.0,1500,127
1.765,14.2,0,-0.0,1500,127
1.968,14.2,0,-0.0,1500,127
2.16,14.0,0,-0.0,1500,127
2.358,14.2,0,-0.0,1500,127
2.58,14.2,0,-0.0,1500,127
2.783,13.9,0,-0.0,1500,127
2.984,13.9,0,-0.0,1500,127
3.204,14.0,0,-0.0,1500,127
3.426,14.1,0,-0.0,1500,127
3.599,14.0,0,-0.0,1500,127
3.801,14.1,0,-0.0,1500,127
4.013,14.1,0,-0.0,1500,127
4.194,14.1,0,-0.0,1500,127
4.407,14.1,0,-0.0,1500,127
4.6,14.1,0,-0.0,1500,127
