# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.039,22.5,0,57.65,1259,66
0.229,24.8,0,57.65,1259,66
0.464,25.9,0,-0.0,1515,131
0.691,28.1,0,-0.0,1513,130
0.923,29.3,0,-0.0,1477,121
1.095,27.3,0,-0.0,1479,122
1.318,23.1,0,-0.0,1491,125
1.531,20.9,0,13.41,1502,128
1.82,21.3,0,25.18,1507,129
1.959,24.8,0,25.18,1516,131
2.178,29.5,0,25.18,1509,129
2.411,32.8,0,34.59,1507,129
2.597,35.7,0,44.0,1511,130
2.838,36.7,0,60.0,1536,136
3.042,37.6,0,60.0,1555,141
3.277,41.0,0,56.71,1578,147
3.503,44.9,0,56.24,1579,147
3.693,53.7,0,42.59,1584,148
3.932,62.2,0,39.29,1578,147
4.124,69.6,0,-0.0,1562,143
4.319,77.5,0,-0.0,1557,142
4.532,82.2,0,-0.0,1527,134
4.749,72.5,0,-0.0,1533,135
4.957,74.8,0,-0.0,1574,146
5.183,82.4,0,5.41,1555,141
5.415,71.2,0,47.76,1534,136
5.606,69.4,0,51.53,1592,150
5.856,75.9,0,51.53,1602,153
6.064,76.7,0,50.59,1597,152
6.274,80.5,0,33.18,1608,155
6.519,95.3,0,-0.0,1642,163
6.704,115.0,0,-0.0,1562,143
6.912,118.4,0,-0.0,1521,132
7.142,120.6,0,-0.0,1560,142
7.347,120.6,0,-0.0,1560,142
7.592,120.6,0,-0.0,1561,143
7.781,120.6,0,-5.41,1560,142
8.014,120.6,0,-55.76,1558,142
8.21,120.6,0,-0.0,1504,128
8.432,120.6,0,-0.0,1515,131
8.64,120.6,0,-0.0,1534,136
8.869,52.3,0,-0.0,1530,135
9.088,52.3,0,27.06,1491,125
9.288,116.4,0,46.35,1477,121
9.565,95.9,0,-0.0,1510,130
9.752,66.0,0,-0.0,1579,147
9.939,47.0,0,-0.0,1574,146
10.168,30.4,0,-0.0,1591,150
10.37,21.1,0,-0.0,1610,155
10.582,24.3,0,-0.0,1598,152
10.875,36.2,0,-0.0,1554,141
11.015,45.3,0,-0.0,1507,129
11.245,48.6,0,-0.0,1506,129
11.441,48.8,0,-0.0,1515,131
11.681,45.4,0,-0.0,1533,135
11.878,39.6,0,-0.0,1542,138
12.114,32.8,0,-0.0,1560,142
12.342,30.5,0,-0.0,1571,145
12.519,32.1,0,-0.0,1561,143
12.759,36.6,0,-0.0,1547,139
12.975,38.6,0,-0.0,1535,136
13.186,40.6,0,-0.0,1544,138
13.438,41.5,0,-0.0,1531,135
13.612,40.0,0,-0.0,1538,137
13.831,35.9,0,-0.0,1540,137
14.058,32.9,0,-0.0,1558,142
14.278,32.5,0,5.88,1560,142
14.485,34.2,0,33.65,1557,142
14.731,37.9,0,43.06,1565,144
14.929,42.9,0,46.35,1574,146
15.132,50.1,0,36.94,1587,149
15.355,55.4,0,37.41,1570,145
15.578,60.7,0,25.65,1578,147
15.774,65.9,0,-0.0,1579,147
15.988,77.8,0,-0.0,1556,141
16.204,79.6,0,-0.0,1526,134
16.435,89.6,0,-0.0,1537,136
16.633,89.5,0,-0.0,1517,131
16.871,87.6,0,-0.0,1525,133
17.059,77.7,0,-0.0,1547,139
17.357,80.1,0,27.06,1554,141
17.498,73.7,0,35.06,1548,139
17.71,68.5,0,35.06,1596,151
17.948,63.9,0,34.59,1596,151
18.214,61.0,0,20.94,1621,158
18.348,73.6,0,-0.0,1630,160
18.568,74.5,0,-0.0,1560,142
18.775,69.3,0,-0.0,1584,148
19.007,76.4,0,-0.0,1606,154
19.248,103.9,0,-0.0,1579,147
19.428,110.2,0,-0.0,1513,130
19.679,118.0,0,-0.0,1440,112
19.875,106.0,0,-0.0,1439,111
20.079,84.1,0,3.06,1475,121
20.308,63.4,0,3.06,1524,133
20.523,36.5,0,-0.0,1543,138
20.724,16.0,0,-0.0,1587,149
20.946,17.5,0,-0.0,1605,154
21.197,32.0,0,-0.0,1526,134
21.447,44.8,0,-0.0,1483,123
21.586,49.1,0,-0.0,1471,120
21.854,46.3,0,-0.0,1485,123
22.034,39.9,0,-0.0,1516,131
22.253,29.9,0,-0.0,1534,136
22.477,23.2,0,-0.0,1556,141
22.679,23.5,0,-0.0,1556,141
22.911,28.4,0,-0.0,1535,136
23.124,34.9,0,-0.0,1511,130
23.326,38.1,0,-0.0,1502,128
23.542,36.8,0,-0.0,1507,129
23.78,33.4,0,-0.0,1521,132
