# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.016,13.5,0,3.06,1435,110
0.229,13.5,0,3.06,1434,110
0.432,13.6,0,3.06,1436,111
0.673,13.6,0,6.35,1435,110
0.863,13.5,0,14.82,1439,111
1.089,13.6,0,14.82,1449,114
1.312,13.7,0,14.82,1453,115
1.511,13.6,0,14.82,1455,116
1.734,13.6,0,14.82,1460,117
1.947,13.5,0,14.82,1464,118
2.165,13.5,0,14.82,1468,119
2.381,13.6,0,14.82,1471,120
2.611,13.6,0,-0.0,1475,121
2.817,13.5,0,-0.0,1479,122
3.009,13.7,0,-0.0,1467,119
3.253,13.5,0,-0.0,1468,119
3.438,13.5,0,-0.0,1470,119
3.683,13.5,0,-0.0,1468,119
3.908,13.5,0,-0.0,1469,119
4.084,13.4,0,4.47,1469,119
4.334,13.5,0,9.65,1470,119
4.527,13.5,0,17.18,1475,121
4.74,13.5,0,17.65,1485,123
4.964,13.5,0,16.71,1493,125
5.171,13.6,0,3.06,1497,126
5.412,13.4,0,3.06,1487,124
5.614,13.3,0,-0.0,1488,124
5.827,13.4,0,-0.0,1487,124
6.033,13.5,0,-0.0,1487,124
6.266,13.5,0,-0.0,1486,123
6.476,13.5,0,-0.0,1486,123
6.68,13.6,0,-0.0,1486,123
6.913,13.5,0,-0.0,1485,123
7.123,13.5,0,-0.0,1486,123
7.326,13.3,0,-0.0,1487,124
