# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.004,12.5,0,-0.0,,
0.231,12.6,0,-0.0,,
0.435,12.6,0,-0.0,1392,99
0.676,12.6,0,-0.0,1392,99
0.856,12.8,0,5.88,1392,99
1.083,12.4,0,33.18,1395,100
1.319,13.1,0,39.29,1415,105
1.506,16.7,0,39.29,1430,109
1.751,21.7,0,39.29,1429,109
1.955,26.2,0,45.41,1427,108
2.19,28.6,0,55.76,1434,110
2.402,29.7,0,58.12,1460,117
2.583,33.5,0,58.12,1477,121
2.824,39.4,0,60.0,1482,122
3.023,45.0,0,60.0,1486,123
3.288,52.2,0,60.0,1496,126
3.474,58.8,0,50.59,1498,126
3.668,63.2,0,43.53,1509,129
3.92,68.7,0,57.18,1506,129
4.116,76.0,0,58.59,1517,131
4.327,86.4,0,20.47,1527,134
4.59,95.3,0,-0.0,1501,127
4.762,104.5,0,-0.0,1466,118
4.994,108.8,0,-0.0,1455,116
5.208,107.1,0,-0.0,1475,121
5.437,107.7,0,-0.0,1500,127
5.639,106.5,0,-0.0,1490,124
5.863,102.9,0,-0.0,1483,123
6.065,97.8,0,-0.0,1497,126
6.289,97.9,0,40.71,1505,128
6.507,95.2,0,4.94,1518,132
6.723,96.4,0,-0.0,1529,134
6.941,103.8,0,-0.0,1505,128
7.154,106.3,0,-0.0,1488,124
7.38,106.4,0,-20.0,1503,128
7.589,113.0,0,-38.82,1486,123
7.798,113.9,0,-52.94,1437,111
8.046,105.1,0,-50.59,1437,111
8.233,38.4,0,-44.47,1434,110
8.473,21.8,0,-39.76,1395,100
8.657,14.2,0,-0.0,1399,101
