# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.143,13.6,0,-0.0,1446,113
0.369,13.7,0,-0.0,1345,87
0.605,13.7,0,-0.0,1345,87
0.801,13.5,0,-0.0,1345,87
1.01,13.8,0,3.06,1345,87
1.231,13.8,0,13.41,1344,87
1.451,13.8,0,24.24,1355,90
1.653,13.5,0,25.65,1367,93
1.889,13.7,0,32.71,1379,96
2.08,13.4,0,32.71,1386,98
2.336,13.4,0,38.82,1399,101
2.53,13.3,0,38.82,1412,105
2.726,13.5,0,44.47,1423,107
2.982,13.5,0,44.47,1433,110
3.166,13.3,0,44.47,1446,113
3.389,13.6,0,44.47,1459,117
3.597,13.6,0,44.47,1469,119
3.839,13.9,0,44.47,1481,122
4.017,14.0,0,44.47,1492,125
4.232,14.7,0,-0.0,1502,128
4.445,14.0,0,-0.0,1472,120
4.663,14.0,0,6.35,1478,121
4.906,13.7,0,20.94,1478,121
5.108,14.0,0,8.71,1496,126
5.304,13.7,0,6.35,1492,125
5.574,13.7,0,-0.0,1494,125
5.743,14.0,0,-0.0,1488,124
5.989,13.7,0,-0.0,1486,123
6.175,13.8,0,-0.0,1487,124
6.43,13.7,0,-0.0,1488,124
6.619,13.6,0,-0.0,1487,124
6.836,13.5,0,5.88,1487,124
7.113,13.7,0,28.94,1491,125
7.264,13.9,0,28.94,1512,130
7.503,14.2,0,28.94,1520,132
7.771,14.6,0,28.94,1528,134
7.915,14.3,0,28.94,1520,132
8.132,14.7,0,28.94,1529,134
8.345,13.9,0,28.94,1520,132
8.574,13.6,0,28.94,1520,132
8.766,14.2,0,28.94,1526,134
8.982,14.2,0,29.41,1530,135
9.209,13.5,0,29.41,1526,134
9.458,14.0,0,35.53,1522,133
9.645,14.1,0,35.53,1519,132
9.856,14.1,0,39.77,1529,134
10.082,14.1,0,40.71,1523,133
10.274,13.6,0,45.88,1524,133
10.488,14.2,0,46.35,1524,133
10.717,15.7,0,46.82,1521,132
10.925,16.6,0,46.82,1529,134
11.17,18.4,0,46.35,1529,134
11.353,19.0,0,46.35,1521,132
11.549,18.7,0,45.41,1521,132
11.76,16.1,0,45.41,1524,133
11.997,14.0,0,-0.0,1522,133
12.23,16.2,0,-0.0,1526,134
12.421,18.4,0,-0.0,1482,122
12.633,17.9,0,-0.0,1485,123
