# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.061,0.3,0,3.53,,
0.258,0.4,0,3.53,1275,70
0.464,0.3,0,3.53,1475,121
0.664,0.3,0,3.53,1505,128
0.862,0.3,0,3.53,1506,129
1.071,0.3,0,3.53,1507,129
1.286,0.3,0,3.53,1508,129
1.487,0.4,0,3.53,1508,129
1.682,0.2,0,5.41,1509,129
1.891,0.2,0,7.29,1512,130
2.09,0.3,0,9.18,1515,131
2.286,0.3,0,12.47,1518,132
2.507,0.3,0,14.82,1523,133
2.7,0.2,0,16.24,1528,134
2.899,0.2,0,17.18,1533,135
3.114,0.3,0,18.59,1538,137
3.305,0.4,0,12.94,1543,138
3.518,0.3,0,3.06,1548,139
3.729,0.4,0,3.53,1538,137
3.917,0.4,0,3.06,1538,137
4.12,0.3,0,3.06,1539,137
4.327,0.3,0,3.06,1540,137
4.537,0.2,0,3.06,1540,137
4.721,0.3,0,3.06,1541,137
