# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.074,6.4,0,3.06,1624,159
0.256,6.2,0,3.06,1625,159
0.454,6.2,0,3.06,1627,159
0.674,6.2,0,3.06,1627,159
0.857,6.2,0,3.06,1628,160
1.104,6.2,0,3.06,1629,160
1.285,6.3,0,3.06,1629,160
1.47,6.3,0,3.06,1630,160
1.675,6.3,0,3.06,1631,160
1.863,6.2,0,3.06,1631,160
2.06,6.3,0,3.06,1632,161
2.263,6.1,0,3.06,1633,161
2.479,6.3,0,3.06,1634,161
2.672,6.3,0,3.06,1634,161
2.866,6.3,0,3.06,1635,161
3.073,6.3,0,-0.0,1636,162
3.275,6.3,0,-0.0,1634,161
3.477,6.2,0,-0.0,1634,161
3.678,6.2,0,-0.0,1634,161
3.865,6.2,0,-0.0,1634,161
4.068,6.3,0,-0.0,1634,161
4.275,6.2,0,-0.0,1634,161
4.47,6.2,0,-0.0,1634,161
4.672,6.1,0,-0.0,1634,161
4.88,6.2,0,-0.0,1635,161
5.068,6.2,0,-0.0,1634,161
5.289,6.2,0,-0.0,1634,161
5.493,6.2,0,-0.0,1634,161
5.669,6.2,0,-0.0,1634,161
5.891,6.3,0,-0.0,1634,161
6.099,6.2,0,-0.0,1633,161
6.291,6.2,0,-0.0,1634,161
6.49,6.2,0,-0.0,1634,161
6.672,6.2,0,-0.0,1634,161
