# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.183,12.3,0,-0.0,1301,76
0.399,14.0,0,-0.0,1355,90
0.627,18.0,0,-0.0,1492,125
0.855,27.2,0,-0.0,1480,122
1.041,35.3,0,-0.0,1456,116
1.275,38.3,0,-0.0,1447,113
1.477,35.9,0,3.53,1461,117
1.684,29.8,0,4.94,1479,122
1.901,27.6,0,25.18,1501,127
2.117,27.7,0,33.18,1510,130
2.329,33.2,0,25.18,1511,130
2.551,38.6,0,-0.0,1503,128
2.792,43.0,0,-0.0,1477,121
2.976,41.7,0,-15.29,1474,120
3.198,37.9,0,-0.0,1487,124
3.435,32.5,0,-0.0,1504,128
3.615,28.6,0,-0.0,1515,131
3.86,28.6,0,-0.0,1511,130
4.059,32.0,0,-0.0,1500,127
4.281,35.4,0,-0.0,1487,124
4.502,37.0,0,-4.0,1481,122
4.708,36.5,0,-48.23,1485,123
4.944,33.4,0,-50.12,1454,115
5.116,26.8,0,-50.59,1452,115
