# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.158,27.4,0,60.0,1478,121
0.376,27.2,0,60.0,1521,132
0.603,29.4,0,60.0,1537,136
0.82,34.4,0,3.06,1543,138
1.024,40.0,0,-0.0,1519,132
1.264,42.8,0,43.06,1487,124
1.454,41.4,0,60.0,1511,130
1.674,40.5,0,60.0,1566,144
1.936,42.0,0,60.0,1581,148
2.1,47.6,0,41.65,1587,149
2.321,54.7,0,3.06,1572,145
2.543,62.0,0,3.06,1536,136
2.752,67.2,0,6.35,1525,133
2.995,69.2,0,39.29,1525,133
3.199,75.8,0,3.53,1568,144
3.431,79.3,0,-0.0,1539,137
3.62,76.1,0,-0.0,1524,133
3.852,78.2,0,-0.0,1546,139
4.114,81.4,0,-0.0,1551,140
4.274,80.6,0,-0.0,1526,134
4.511,80.7,0,-0.0,1534,136
4.702,76.3,0,-4.94,1539,137
4.911,73.4,0,-60.0,1542,138
