# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.07,11.1,0,-0.0,1466,118
0.287,11.3,0,-0.0,1235,59
0.499,13.0,0,-0.0,1435,110
0.71,18.5,0,-0.0,1491,125
0.925,26.7,0,-0.0,1473,120
1.166,32.1,0,-0.0,1454,115
1.349,33.2,0,-0.0,1459,117
1.569,30.1,0,-0.0,1471,120
1.811,26.1,0,3.06,1488,124
2.006,24.0,0,8.71,1494,125
2.234,24.2,0,21.41,1497,126
2.452,27.0,0,21.41,1503,128
2.65,30.7,0,-0.0,1501,127
2.905,33.6,0,-0.0,1483,123
3.09,33.9,0,35.06,1479,122
3.321,32.3,0,46.82,1509,129
3.523,32.1,0,38.35,1544,138
3.726,35.5,0,-0.0,1546,139
3.951,40.0,0,-0.0,1507,129
4.178,42.7,0,3.06,1497,126
4.367,42.2,0,12.0,1500,127
4.58,40.6,0,45.41,1516,131
4.814,39.1,0,45.41,1560,142
5.03,40.3,0,42.59,1570,145
5.237,44.6,0,-0.0,1570,145
5.465,49.6,0,-0.0,1526,134
5.68,52.5,0,-0.0,1520,132
5.906,55.0,0,4.0,1526,134
6.096,57.0,0,4.0,1528,134
6.335,56.7,0,4.0,1527,134
6.524,57.9,0,9.18,1523,133
6.736,57.4,0,26.12,1533,135
6.979,58.8,0,28.47,1553,141
7.165,59.5,0,28.94,1557,142
7.376,63.5,0,28.94,1568,144
7.6,65.6,0,24.71,1565,144
7.826,70.0,0,-0.0,1565,144
8.056,79.3,0,-0.0,1537,136
8.242,81.1,0,-0.0,1511,130
8.471,83.7,0,-0.0,1535,136
8.719,85.9,0,-0.0,1535,136
8.916,86.5,0,-0.0,1528,134
9.108,89.1,0,-0.0,1525,133
9.336,90.9,0,-0.0,1538,137
9.536,91.6,0,-0.0,1524,133
9.759,94.1,0,-0.0,1513,130
9.981,86.0,0,-0.0,1497,126
10.19,84.5,0,-0.0,1509,129
10.403,77.0,0,-0.0,1526,134
10.623,85.4,0,-0.0,1528,134
10.835,85.5,0,3.53,1528,134
11.057,79.3,0,46.82,1526,134
11.26,75.1,0,40.71,1570,145
11.485,73.3,0,-0.0,1592,150
11.717,72.2,0,-0.0,1568,144
11.911,75.2,0,-0.0,1552,140
12.157,78.6,0,-60.0,1539,137
12.345,84.4,0,-60.0,1532,135
12.581,81.5,0,-55.76,1477,121
12.785,54.5,0,-3.06,1461,117
12.99,34.4,0,-48.7,1570,145
13.241,24.5,0,-60.0,1553,141
13.44,28.3,0,-60.0,1509,129
13.636,30.0,0,3.06,1459,117
13.863,28.5,0,-60.0,1483,123
14.082,25.9,0,-60.0,1492,125
14.284,22.2,0,-60.0,1453,115
14.494,16.1,0,-60.0,1446,113
14.719,15.7,0,-60.0,1448,114
14.938,13.8,0,-0.0,1411,104
