# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.099,11.2,0,-0.0,1463,118
0.301,11.1,0,-0.0,1235,59
0.511,13.3,0,-0.0,1435,110
0.727,19.1,0,-0.0,1490,124
0.95,29.2,0,-0.0,1470,119
1.158,35.1,0,-0.0,1449,114
1.372,36.9,0,-0.0,1454,115
1.613,34.6,0,-16.7,1463,118
1.798,30.6,0,-0.0,1479,122
2.014,26.1,0,-0.0,1481,122
2.232,22.6,0,-0.0,1493,125
2.443,22.4,0,-0.0,1491,125
2.691,26.1,0,-0.0,1481,122
2.861,29.4,0,-0.0,1466,118
3.114,31.4,0,-0.0,1464,118
3.298,30.8,0,4.0,1465,118
3.521,28.6,0,38.35,1476,121
3.731,27.0,0,39.29,1499,127
3.941,28.3,0,39.29,1522,133
4.183,33.0,0,39.29,1521,132
4.384,37.7,0,39.29,1515,131
4.601,42.0,0,39.29,1523,133
4.821,45.8,0,38.82,1531,135
5.042,50.2,0,38.82,1533,135
5.281,53.5,0,33.18,1536,136
5.479,56.3,0,-0.0,1548,139
5.689,52.4,0,-0.0,1525,133
5.894,42.7,0,-19.06,1543,138
6.104,34.3,0,-31.76,1577,147
6.353,23.0,0,-51.06,1534,136
6.554,18.9,0,-59.53,1546,139
6.764,12.6,0,-0.0,1503,128
6.973,11.0,0,-0.0,1560,142
