# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.08,16.5,0,-0.0,,
0.272,16.0,0,-0.0,,
0.487,15.5,0,37.41,1433,110
0.733,15.8,0,39.29,1452,115
0.937,19.5,0,39.29,1471,120
1.148,25.4,0,39.29,1469,119
1.345,30.2,0,49.65,1463,118
1.57,33.1,0,58.12,1469,119
1.809,33.5,0,58.59,1502,128
1.997,36.3,0,60.0,1524,133
2.212,40.6,0,60.0,1527,134
2.433,46.9,0,60.0,1534,136
2.65,53.9,0,60.0,1539,137
2.853,61.7,0,58.12,1542,138
3.085,68.0,0,44.94,1547,139
3.283,76.1,0,38.35,1542,138
3.493,86.2,0,10.59,1536,136
3.731,93.0,0,-0.0,1530,135
3.939,100.4,0,-0.0,1497,126
4.168,99.8,0,-0.0,1487,124
4.372,100.5,0,-0.0,1513,130
4.601,97.5,0,44.94,1507,129
4.808,92.5,0,44.47,1541,137
5.016,94.0,0,42.59,1582,148
5.24,96.9,0,-0.0,1571,145
5.439,103.4,0,-0.0,1564,143
5.665,111.4,0,-0.0,1527,134
5.918,113.7,0,-0.0,1527,134
6.117,119.1,0,-0.0,1535,136
6.344,121.1,0,-0.0,1513,130
6.541,124.0,0,-0.0,1516,131
6.776,121.6,0,-0.0,1507,129
6.991,120.3,0,-0.0,1519,132
7.185,120.0,0,-0.0,1518,132
7.459,115.1,0,-0.0,1510,130
7.634,111.9,0,-0.0,1523,133
7.887,106.7,0,-0.0,1548,139
8.062,102.4,0,-0.0,1554,141
8.274,49.0,0,-0.0,1553,141
8.499,47.1,0,-0.0,1475,121
8.703,44.8,0,-0.0,1438,111
8.925,28.3,0,-0.0,1446,113
9.164,15.2,0,-0.0,1504,128
