# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.106,23.5,0,-0.0,1316,80
0.337,23.5,0,-0.0,1402,102
0.534,14.9,0,-0.0,1407,103
0.754,31.5,0,-0.0,1498,126
0.961,67.1,0,-0.0,1461,117
1.233,40.4,0,-0.0,1500,127
1.405,37.7,0,-0.0,1560,142
1.617,35.8,0,-0.0,1539,137
1.851,40.8,0,-0.0,1526,134
2.035,41.1,0,-0.0,1519,132
2.327,44.4,0,-0.0,1516,131
2.463,41.0,0,-0.0,1509,129
2.681,41.4,0,-0.0,1541,137
2.893,55.6,0,-0.0,1511,130
3.118,120.1,0,-0.0,1472,120
3.351,123.4,0,-0.0,1502,128
3.582,120.7,0,-0.0,1490,124
3.788,122.3,0,-0.0,1505,128
3.99,119.4,0,-0.0,1484,123
4.215,67.9,0,-0.0,1500,127
4.481,73.2,0,3.06,1500,127
4.629,81.6,0,4.0,1498,126
4.848,109.2,0,-0.0,1475,121
5.069,119.5,0,-0.0,1439,111
5.274,124.1,0,-0.0,1452,115
5.491,124.7,0,-0.0,1452,115
5.708,123.0,0,-0.0,1457,116
5.941,125.5,0,-0.0,1465,118
6.149,122.6,0,-0.0,1455,116
6.388,119.5,0,-0.0,1462,117
6.606,121.9,0,-0.0,1466,118
6.809,121.6,0,-0.0,1444,113
7.028,122.5,0,-0.0,1463,118
7.253,122.1,0,-0.0,1447,113
7.467,122.7,0,-0.0,1461,117
7.683,119.9,0,-0.0,1443,112
7.88,124.1,0,-0.0,1469,119
8.131,118.7,0,-0.0,1429,109
8.31,115.4,0,-0.0,1447,113
8.549,119.0,0,-0.0,1464,118
8.786,122.6,0,-0.0,1445,113
8.972,123.5,0,-0.0,1443,112
9.243,123.9,0,3.06,1432,110
9.409,125.1,0,3.06,1422,107
9.629,121.9,0,3.06,1419,106
9.84,124.5,0,3.06,1428,109
10.085,121.3,0,3.06,1430,109
10.27,121.0,0,3.06,1443,112
10.497,124.2,0,3.06,1434,110
10.72,121.2,0,3.06,1424,108
10.935,122.8,0,3.06,1434,110
11.143,123.7,0,3.06,1418,106
11.403,118.9,0,3.06,1416,106
11.587,123.7,0,3.06,1447,113
11.808,125.3,0,3.06,1400,102
12.026,123.1,0,3.06,1406,103
12.24,125.5,0,3.06,1416,106
12.468,124.2,0,-0.0,1404,103
12.678,122.0,0,-0.0,1412,105
12.904,123.1,0,-0.0,1419,106
13.097,122.4,0,-0.0,1409,104
13.316,122.7,0,-0.0,1413,105
13.541,123.0,0,4.0,1416,106
13.736,125.5,0,4.47,1405,103
