# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.076,11.9,0,-0.0,1399,101
0.348,11.9,0,-0.0,1400,102
0.508,12.0,0,-0.0,1400,102
0.724,12.2,0,-3.06,1400,102
0.958,12.1,0,-60.0,1399,101
1.187,11.9,0,-60.0,1343,87
1.416,12.1,0,-60.0,1329,83
1.611,12.0,0,-60.0,1313,79
1.828,12.1,0,-38.82,1298,75
2.03,12.0,0,-0.0,1281,71
2.262,12.0,0,-0.0,1326,83
2.466,11.9,0,-0.0,1326,83
2.67,12.0,0,-0.0,1327,83
2.899,12.1,0,-0.0,1326,83
3.116,12.0,0,-0.0,1325,82
3.339,12.0,0,-0.0,1326,83
3.554,12.0,0,-0.0,1326,83
