# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.122,55.2,0,-0.0,1503,128
0.32,55.6,0,-0.0,1582,148
0.54,52.2,0,-0.0,1580,147
0.767,47.8,0,3.53,1594,151
0.978,43.7,0,24.24,1605,154
1.198,39.9,0,24.24,1624,159
1.411,39.4,0,24.24,1634,161
1.645,42.0,0,4.47,1634,161
1.832,49.5,0,-0.0,1628,160
2.049,56.1,0,-0.0,1585,149
2.262,59.2,0,10.12,1581,148
2.479,59.4,0,20.47,1594,151
2.735,60.5,0,20.47,1611,155
2.909,61.6,0,20.47,1615,156
3.178,64.9,0,20.0,1620,158
3.341,69.3,0,12.47,1615,156
3.561,73.1,0,7.77,1611,155
3.791,75.9,0,7.77,1594,151
3.991,80.9,0,7.77,1594,151
4.237,80.5,0,5.41,1587,149
4.428,83.3,0,-0.0,1606,154
4.661,85.2,0,-0.0,1592,150
4.89,84.4,0,-0.0,1587,149
5.08,85.8,0,-0.0,1606,154
5.374,84.2,0,-0.0,1595,151
5.52,83.3,0,-0.0,1602,153
5.744,81.1,0,-0.0,1604,154
5.986,79.9,0,4.0,1605,154
6.168,78.3,0,4.47,1609,155
6.405,76.2,0,12.94,1612,156
6.611,77.8,0,17.18,1620,158
6.807,79.8,0,18.59,1621,158
7.053,81.6,0,18.59,1621,158
7.263,84.6,0,18.59,1621,158
7.483,88.5,0,-0.0,1620,158
7.68,91.2,0,-0.0,1618,157
7.916,99.5,0,-0.0,1613,156
8.124,102.0,0,-0.0,1579,147
8.351,101.9,0,-0.0,1593,151
8.539,102.3,0,-0.0,1595,151
8.756,98.4,0,-0.0,1601,153
8.991,99.0,0,-0.0,1629,160
9.205,101.2,0,-0.0,1608,155
9.437,99.0,0,-0.0,1599,152
9.637,96.0,0,-0.0,1604,154
9.851,99.8,0,-0.0,1609,155
10.065,97.5,0,-0.0,1599,152
10.272,98.7,0,-0.0,1612,156
10.489,99.5,0,-0.0,1598,152
10.705,100.1,0,-0.0,1605,154
10.934,98.8,0,-0.0,1604,154
11.145,101.2,0,-0.0,1609,155
11.351,97.2,0,-0.0,1591,150
11.565,99.6,0,-0.0,1623,158
11.775,99.2,0,-0.0,1599,152
12.009,100.6,0,-0.0,1602,153
12.224,99.8,0,-0.0,1590,150
12.438,98.7,0,-0.0,1608,155
12.689,99.0,0,-0.0,1609,155
12.884,100.3,0,-0.0,1606,154
13.086,99.3,0,-0.0,1590,150
13.345,101.0,0,-0.0,1613,156
13.554,100.7,0,-0.0,1591,150
13.763,98.8,0,-0.0,1594,151
13.965,98.8,0,-0.0,1611,155
14.193,97.0,0,-0.0,1612,156
14.396,96.1,0,-0.0,1618,157
14.605,97.2,0,-0.0,1619,157
14.858,95.9,0,-0.0,1610,155
15.039,99.5,0,-0.0,1621,158
15.285,98.0,0,-0.0,1598,152
15.477,90.1,0,-0.0,1616,157
15.694,68.7,0,-0.0,1645,164
15.895,72.4,0,-0.0,1691,176
16.122,83.8,0,-0.0,1614,156
16.357,94.8,0,-0.0,1580,147
16.559,102.0,0,-0.0,1588,149
16.821,107.4,0,-0.0,1577,147
17.07,108.3,0,-0.0,1582,148
17.226,116.8,0,-0.0,1582,148
17.441,123.8,0,-0.0,1570,145
17.653,118.4,0,-0.0,1563,143
17.87,109.6,0,-0.0,1604,154
18.077,98.8,0,-0.0,1630,160
18.303,83.6,0,-0.0,1631,160
