# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.255,11.1,0,-0.0,1371,94
0.41,11.9,0,5.88,1379,96
0.625,15.5,0,17.18,1499,127
0.841,23.6,0,17.18,1500,127
1.059,32.4,0,6.82,1482,122
1.297,36.5,0,-0.0,1474,120
1.505,36.6,0,4.47,1474,120
1.71,32.6,0,20.94,1488,124
1.941,27.7,0,38.82,1511,130
2.154,25.7,0,38.35,1550,140
2.384,29.3,0,3.06,1552,140
2.586,35.7,0,-0.0,1524,133
2.799,40.2,0,-0.0,1494,125
3.004,40.8,0,6.35,1497,126
3.237,37.6,0,41.65,1510,130
3.469,34.0,0,41.65,1546,139
3.655,32.4,0,41.18,1573,146
3.885,36.0,0,41.18,1578,147
4.086,42.2,0,36.94,1568,144
4.318,50.1,0,18.59,1561,143
4.511,58.1,0,38.82,1537,136
4.736,64.4,0,43.06,1537,136
4.964,70.0,0,-0.0,1557,142
5.163,76.9,0,-0.0,1547,139
5.407,81.8,0,-0.0,1515,131
5.609,81.1,0,-0.0,1519,132
5.845,80.1,0,-0.0,1532,135
6.048,86.2,0,-0.0,1542,138
6.268,92.5,0,-0.0,1516,131
6.481,88.6,0,3.53,1507,129
6.692,85.9,0,60.0,1521,132
6.896,87.2,0,-0.0,1585,149
7.15,84.8,0,-0.0,1574,146
7.335,81.2,0,-0.0,1545,138
7.598,81.2,0,-0.0,1569,145
7.787,83.8,0,-31.29,1528,134
7.982,66.6,0,-57.17,1539,137
8.197,49.5,0,-57.65,1524,133
8.421,47.4,0,-57.65,1532,135
8.655,44.8,0,-58.12,1498,126
8.844,39.3,0,-58.12,1490,124
9.064,27.7,0,-57.17,1490,124
9.302,16.9,0,-0.0,1504,128
9.489,21.7,0,-0.0,1496,126
9.707,28.8,0,-49.17,1493,125
9.925,31.9,0,-27.53,1458,116
10.161,28.0,0,-18.12,1435,110
10.357,18.2,0,-25.18,1470,119
10.576,16.1,0,-0.0,1497,126
10.81,18.1,0,-0.0,1480,122
