# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.156,6.3,0,-60.0,1574,146
0.352,6.3,0,-60.0,1559,142
0.561,6.2,0,-60.0,1545,138
0.745,6.3,0,-23.29,1530,135
0.946,6.3,0,-0.0,1548,139
1.162,6.2,0,-0.0,1565,144
1.352,6.1,0,-0.0,1566,144
1.555,6.2,0,-0.0,1566,144
1.757,6.1,0,-0.0,1565,144
1.954,6.1,0,3.06,1566,144
2.149,6.2,0,3.06,1566,144
2.354,6.2,0,3.53,1569,145
2.566,6.2,0,3.53,1570,145
2.758,6.3,0,3.53,1572,145
2.952,6.3,0,4.0,1572,145
3.163,6.3,0,4.94,1573,146
3.351,6.1,0,7.77,1575,146
3.55,6.3,0,28.0,1580,147
3.766,6.3,0,43.06,1599,152
3.968,6.2,0,3.06,1620,158
4.157,6.2,0,3.06,1612,156
4.364,6.3,0,3.06,1597,152
