# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.0,13.0,0,0,,
0.187,13.0,0,-0.0,,
0.422,13.1,0,-0.0,1120,30
0.629,13.2,0,-0.0,1320,81
0.858,13.0,0,4.0,1399,101
1.086,13.0,0,43.06,1400,102
1.261,13.0,0,60.0,1422,107
1.474,13.1,0,60.0,1462,117
1.725,12.9,0,60.0,1476,121
1.911,13.0,0,3.53,1493,125
2.135,13.1,0,-0.0,1502,128
2.343,12.9,0,-0.0,1460,117
2.574,12.9,0,5.41,1462,117
2.776,13.1,0,5.41,1465,118
3.024,13.0,0,5.41,1466,118
3.228,13.1,0,5.41,1468,119
3.421,13.1,0,5.41,1468,119
3.643,13.2,0,5.41,1470,119
3.861,13.0,0,5.41,1470,119
4.082,13.2,0,10.59,1473,120
4.306,13.0,0,12.47,1475,121
4.502,13.0,0,3.06,1484,123
