# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.186,12.0,0,39.77,1219,55
0.425,11.9,0,4.47,1345,87
0.617,12.1,0,-0.0,1352,89
0.87,11.9,0,8.71,1325,82
1.07,11.8,0,26.59,1332,84
1.261,12.1,0,44.47,1353,90
1.532,11.9,0,44.47,1374,95
1.709,12.0,0,44.47,1387,98
1.913,12.1,0,44.94,1397,101
2.236,12.3,0,49.18,1409,104
2.388,12.2,0,51.53,1423,107
2.55,12.5,0,51.53,1438,111
2.766,12.6,0,50.12,1451,115
2.989,14.1,0,46.35,1464,118
3.211,16.6,0,38.35,1467,119
3.42,19.5,0,37.88,1469,119
