# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.03,65.9,0,1530,135
0.198,75.4,0,1530,135
0.407,83.6,0,1634,161
0.629,94.7,0,1609,155
0.867,100.9,0,1591,150
1.066,105.4,0,1589,150
1.278,106.9,0,1598,152
1.489,110.3,0,1602,153
1.706,107.7,0,1598,152
1.941,107.7,0,1605,154
2.138,105.3,0,1604,154
2.407,103.2,0,1614,156
2.591,101.9,0,1619,157
2.802,100.9,0,1607,154
3.014,101.8,0,1612,156
3.224,97.6,0,1605,154
3.462,97.4,0,1626,159
3.668,98.6,0,1622,158
3.889,97.9,0,1608,155
4.1,97.8,0,1615,156
4.302,96.9,0,1613,156
4.532,100.2,0,1641,163
4.743,98.2,0,1623,158
4.995,103.0,0,1625,159
5.19,104.2,0,1609,155
5.401,106.0,0,1617,157
5.62,105.2,0,1623,158
5.851,106.1,0,1628,160
6.035,109.5,0,1608,155
6.257,109.0,0,1607,154
6.486,108.6,0,1614,156
6.716,108.8,0,1615,156
6.927,109.1,0,1628,160
7.133,109.0,0,1615,156
7.341,107.7,0,1619,157
7.562,105.7,0,1617,157
7.816,105.6,0,1624,159
7.996,105.3,0,1618,157
8.242,102.4,0,1625,159
8.429,103.4,0,1634,161
8.674,100.9,0,1611,155
8.857,104.4,0,1628,160
9.08,102.2,0,1599,152
9.318,100.1,0,1597,152
9.507,98.2,0,1595,151
9.753,78.0,0,1622,158
9.956,33.9,0,1644,164
10.158,34.4,0,1604,154
10.398,34.4,0,1560,142
10.592,29.8,0,1547,139
10.824,23.3,0,1557,142
11.004,16.6,0,1554,141
11.259,18.1,0,1569,145
11.445,23.7,0,1566,144
11.677,30.1,0,1545,138
11.911,14.1,0,1537,136
12.099,11.7,0,1601,153
12.324,11.7,0,1586,149
12.576,11.5,0,1576,146
12.754,11.3,0,1576,146
12.997,11.5,0,1575,146
13.194,16.7,0,1574,146
13.414,29.9,0,1552,140
13.607,47.3,0,1511,130
13.837,94.9,0,1511,130
14.114,96.7,0,1518,132
14.255,96.6,0,1540,137
14.488,96.1,0,1540,137
14.746,95.3,0,1545,138
14.931,96.8,0,1549,139
15.151,94.7,0,1543,138
15.353,92.6,0,1555,141
15.596,93.6,0,1560,142
15.788,91.5,0,1545,138
16.056,88.0,0,1555,141
16.226,83.7,0,1564,143
16.439,80.4,0,1569,145
16.642,75.5,0,1571,145
16.856,63.1,0,1579,147
17.102,46.0,0,1624,159
17.309,29.6,0,1658,167
17.514,19.3,0,1672,171
17.714,12.9,0,1669,170
17.954,11.1,0,1662,168
18.173,11.0,0,1651,166
18.364,11.2,0,1647,164
18.602,11.3,0,1645,164
18.816,11.5,0,1645,164
19.015,11.3,0,1645,164
19.257,11.4,0,1646,164
19.452,11.2,0,1646,164
19.686,11.3,0,1646,164
19.896,11.2,0,1645,164
20.101,11.1,0,1645,164
20.341,11.3,0,1647,164
20.558,11.5,0,1645,164
20.799,11.2,0,1644,164
20.984,11.3,0,1646,164
21.192,11.4,0,1646,164
21.422,11.4,0,1645,164
21.627,11.3,0,1645,164
21.874,11.4,0,1646,164
22.052,11.4,0,1645,164
22.286,11.0,0,1646,164
22.521,11.3,0,1647,164
22.706,11.3,0,1645,164
22.956,11.5,0,1646,164
23.142,11.3,0,1644,164
23.362,11.6,0,1646,164
23.572,11.3,0,1644,164
23.809,11.4,0,1646,164
24.016,11.4,0,1645,164
24.221,11.4,0,1646,164
24.455,11.4,0,1645,164
24.651,11.3,0,1646,164
24.871,11.3,0,1646,164
25.098,11.5,0,1646,164
25.298,11.3,0,1645,164
25.535,11.3,0,1646,164
25.725,11.4,0,1646,164
25.953,11.5,0,1645,164
26.195,11.3,0,1644,164
26.4,11.6,0,1647,164
26.613,11.4,0,1644,164
26.815,11.6,0,1646,164
27.041,11.5,0,1644,164
27.245,11.4,0,1645,164
27.466,11.4,0,1645,164
27.685,11.5,0,1645,164
27.889,11.5,0,1644,164
28.137,11.6,0,1645,164
28.322,11.4,0,1645,164
28.548,11.3,0,1645,164
28.793,11.5,0,1646,164
28.98,11.3,0,1644,164
29.201,11.3,0,1645,164
29.391,11.3,0,1645,164
29.616,11.4,0,1646,164
29.825,11.3,0,1645,164
30.082,11.2,0,1646,164
30.244,11.4,0,1646,164
30.463,11.4,0,1644,164
30.708,11.6,0,1644,164
30.91,11.2,0,1646,164
31.124,11.4,0,1646,164
31.356,11.3,0,1645,164
31.545,11.2,0,1646,164
31.779,11.4,0,1646,164
31.992,11.3,0,1645,164
32.194,11.3,0,1646,164
32.432,11.4,0,1646,164
32.634,11.4,0,1645,164
32.869,11.4,0,1645,164
33.051,11.2,0,1645,164
33.3,11.2,0,1647,164
