# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.014,31.8,0,-0.0,,
0.208,32.0,0,-0.0,,
0.408,32.0,0,-0.0,1355,90
0.589,32.1,0,-0.0,1500,127
0.8,31.9,0,-0.0,1499,127
0.989,31.8,0,-0.0,1500,127
1.204,33.0,0,-0.0,1500,127
1.402,43.9,0,-0.0,1493,125
1.605,48.2,0,-0.0,1464,118
1.786,32.9,0,-0.0,1478,121
1.989,28.4,0,-0.0,1517,131
2.273,26.4,0,-0.0,1510,130
2.507,28.9,0,-0.0,1503,128
2.726,27.3,0,-0.0,1498,126
2.929,25.7,0,-0.0,1500,127
3.167,25.5,0,-0.0,1503,128
3.325,27.0,0,-0.0,1503,128
3.548,27.3,0,-0.0,1497,126
3.728,27.2,0,-0.0,1498,126
3.931,27.6,0,-0.0,1500,127
4.131,27.4,0,-0.0,1500,127
4.325,27.6,0,-0.0,1500,127
4.528,27.4,0,-0.0,1499,127
4.741,27.7,0,-0.0,1500,127
4.974,27.7,0,-0.0,1499,127
5.367,27.2,0,-0.0,1500,127
5.714,26.4,0,-0.0,1500,127
5.926,23.2,0,-0.0,1501,127
6.149,20.1,0,-0.0,1510,130
6.35,23.0,0,-0.0,1513,130
6.59,25.5,0,-0.0,1504,128
6.792,22.9,0,-0.0,1497,126
6.996,25.0,0,-0.0,1509,129
7.209,25.3,0,-0.0,1498,126
7.436,12.8,0,-0.0,1500,127
7.597,9.2,0,-0.0,1542,138
7.79,21.0,0,-0.0,1524,133
8.024,25.0,0,-0.0,1490,124
8.21,27.3,0,-0.0,1490,124
