# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.135,54.3,0,-0.0,1523,133
0.357,42.8,0,-0.0,1522,133
0.581,30.4,0,-0.0,1560,142
0.775,25.2,0,-0.0,1580,147
1.001,27.1,0,-0.0,1567,144
1.249,34.0,0,-0.0,1541,137
1.46,41.3,0,-0.0,1516,131
1.654,44.6,0,3.53,1512,130
1.861,44.1,0,5.41,1518,132
2.101,42.8,0,33.18,1541,137
2.298,39.5,0,37.41,1552,140
2.564,39.9,0,38.82,1579,147
2.724,42.2,0,38.82,1578,147
2.954,47.8,0,38.82,1578,147
3.183,56.9,0,38.82,1562,143
3.37,58.6,0,38.82,1563,143
3.637,74.3,0,37.41,1596,151
3.81,60.8,0,-0.0,1560,142
4.052,86.5,0,-0.0,1583,148
4.229,102.4,0,-0.0,1528,134
4.445,109.3,0,-0.0,1470,119
4.687,95.9,0,-0.0,1478,121
4.88,94.1,0,21.41,1529,134
5.123,89.5,0,38.35,1529,134
5.32,75.0,0,38.35,1541,137
5.542,63.1,0,11.53,1582,148
5.752,53.5,0,3.06,1596,151
5.975,47.8,0,-0.0,1579,147
6.19,47.4,0,-0.0,1577,147
6.409,44.4,0,-0.0,1563,143
6.607,45.4,0,3.06,1569,145
6.85,47.4,0,27.06,1564,143
7.037,44.3,0,34.12,1564,143
7.275,51.3,0,33.18,1606,154
7.477,56.6,0,24.24,1580,147
7.718,65.9,0,-0.0,1580,147
7.913,68.2,0,-0.0,1542,138
8.118,79.7,0,-0.0,1552,140
8.356,76.6,0,-0.0,1526,134
8.547,86.8,0,-0.0,1549,139
8.768,86.1,0,4.94,1522,133
8.995,80.8,0,27.06,1538,137
9.189,80.6,0,36.47,1588,149
9.421,78.6,0,35.06,1586,149
9.623,83.7,0,30.82,1591,150
9.855,78.7,0,24.71,1589,150
10.049,87.4,0,-0.0,1604,154
10.29,101.9,0,-0.0,1571,145
10.481,100.6,0,-0.0,1538,137
10.697,110.6,0,-0.0,1573,146
10.911,114.5,0,-0.0,1542,138
11.133,120.7,0,-0.0,1554,141
11.339,121.6,0,-0.0,1518,132
11.574,115.9,0,-0.0,1520,132
11.783,110.3,0,-0.0,1554,141
12.011,108.9,0,-0.0,1576,146
12.228,106.3,0,-0.0,1552,140
12.46,102.8,0,-0.0,1574,146
12.65,99.3,0,-0.0,1567,144
12.874,97.7,0,-0.0,1553,141
13.112,100.4,0,-0.0,1548,139
13.3,40.2,0,-0.0,1533,135
13.567,36.6,0,-0.0,1525,133
13.734,32.7,0,-0.0,1529,134
13.943,28.7,0,-0.0,1540,137
14.178,28.1,0,-0.0,1548,139
14.383,26.4,0,-0.0,1540,137
14.631,42.3,0,-0.0,1549,139
14.817,49.2,0,-0.0,1478,121
15.033,44.6,0,-0.0,1482,122
15.237,57.0,0,-0.0,1525,133
