# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.149,22.0,0,60.0,1567,144
0.399,21.0,0,60.0,1512,130
0.584,25.8,0,11.06,1541,137
0.812,33.9,0,-0.0,1529,134
1.046,39.9,0,3.53,1464,118
1.253,37.6,0,59.06,1467,119
1.434,31.7,0,60.0,1521,132
1.677,30.0,0,60.0,1577,147
1.891,35.0,0,57.65,1579,147
2.095,44.5,0,57.18,1569,145
2.299,53.1,0,18.12,1554,141
2.52,63.6,0,-0.0,1540,137
2.742,69.2,0,44.94,1499,127
2.982,69.6,0,50.12,1536,136
3.168,70.7,0,50.59,1575,146
3.414,73.5,0,35.06,1588,149
3.623,82.3,0,-0.0,1590,150
3.829,89.6,0,-0.0,1524,133
4.026,92.7,0,-0.0,1522,133
4.243,96.2,0,-0.0,1529,134
4.448,94.3,0,18.59,1535,136
4.674,90.8,0,38.82,1553,141
4.932,90.6,0,32.71,1603,153
5.116,93.4,0,-0.0,1599,152
5.328,99.0,0,-0.0,1560,142
5.565,103.6,0,-0.0,1548,139
5.757,109.7,0,-0.0,1542,138
6.026,111.7,0,-0.0,1533,135
6.212,110.3,0,-0.0,1536,136
6.434,110.0,0,-0.0,1545,138
6.669,109.4,0,-0.0,1546,139
6.868,106.1,0,-0.0,1556,141
7.099,106.0,0,-0.0,1570,145
7.301,105.6,0,-0.0,1564,143
7.539,100.2,0,-0.0,1556,141
7.766,100.7,0,-0.0,1579,147
7.959,103.6,0,-0.0,1569,145
8.219,102.5,0,-0.0,1555,141
8.395,100.2,0,-0.0,1559,142
8.614,100.0,0,-0.0,1574,146
8.842,100.4,0,-0.0,1560,142
9.055,100.5,0,-0.0,1561,143
9.284,99.8,0,-0.0,1557,142
9.478,101.8,0,-0.0,1566,144
9.724,103.0,0,-0.0,1551,140
9.906,101.6,0,-0.0,1549,139
10.146,103.7,0,-0.0,1561,143
10.354,101.7,0,-0.0,1549,139
10.569,101.1,0,-0.0,1571,145
10.817,103.1,0,-3.06,1563,143
11.013,103.7,0,-42.12,1558,142
11.221,102.5,0,-4.94,1530,135
11.439,100.3,0,-0.0,1516,131
11.647,97.8,0,-0.0,1540,137
11.883,86.3,0,-0.0,1560,142
12.099,41.0,0,-7.76,1593,151
12.304,38.4,0,-45.88,1522,133
12.529,37.3,0,-0.0,1437,111
12.759,31.0,0,-0.0,1482,122
12.989,24.3,0,-0.0,1490,124
13.216,20.4,0,-0.0,1522,133
13.386,24.6,0,3.53,1500,127
13.621,24.0,0,4.94,1481,122
13.836,19.5,0,20.0,1500,127
14.037,21.5,0,57.18,1515,131
14.235,24.0,0,46.35,1538,137
14.493,29.7,0,-0.0,1543,138
14.666,38.0,0,-0.0,1515,131
14.883,92.4,0,-0.0,1488,124
15.131,82.2,0,-17.65,1476,121
15.336,63.7,0,-0.0,1497,126
15.566,39.7,0,-0.0,1554,141
