# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.135,0.2,0,-0.0,,
0.333,0.2,0,-0.0,1275,70
0.541,0.1,0,-0.0,1435,110
0.73,0.2,0,3.06,1500,127
0.941,0.2,0,3.53,1502,128
1.13,0.2,0,3.53,1504,128
1.329,0.1,0,3.53,1505,128
1.549,0.2,0,3.53,1506,129
1.895,0.2,0,3.53,1507,129
2.051,0.2,0,3.53,1508,129
2.259,0.3,0,3.53,1509,129
2.447,0.2,0,3.53,1510,130
2.656,0.2,0,3.53,1511,130
2.862,0.2,0,3.53,1512,130
3.071,0.1,0,3.53,1513,130
3.247,0.2,0,3.53,1515,131
3.468,0.2,0,3.53,1515,131
3.659,0.2,0,3.53,1516,131
3.848,0.2,0,3.53,1517,131
4.069,0.2,0,3.53,1518,132
4.256,0.2,0,3.53,1519,132
4.455,0.2,0,3.53,1520,132
4.666,0.2,0,3.53,1521,132
4.887,0.2,0,3.53,1522,133
5.084,0.3,0,3.53,1523,133
5.272,0.2,0,3.53,1524,133
5.482,0.2,0,3.53,1525,133
5.671,0.2,0,3.53,1526,134
5.882,0.2,0,3.53,1527,134
6.104,0.3,0,3.53,1528,134
6.302,0.2,0,3.53,1529,134
6.491,0.3,0,3.53,1530,135
6.699,0.1,0,3.53,1531,135
6.899,0.2,0,3.53,1532,135
7.099,0.1,0,3.53,1532,135
7.309,0.2,0,3.53,1534,136
7.487,0.2,0,3.53,1534,136
7.687,0.3,0,3.53,1536,136
7.907,0.2,0,3.53,1536,136
8.135,0.2,0,3.53,1538,137
8.314,0.3,0,3.53,1538,137
8.513,0.2,0,3.53,1539,137
8.712,0.2,0,3.53,1541,137
8.931,0.2,0,3.53,1541,137
9.122,0.2,0,3.53,1542,138
9.332,0.3,0,3.53,1543,138
9.509,0.2,0,3.53,1544,138
9.72,0.2,0,3.53,1545,138
9.917,0.3,0,3.53,1546,139
10.137,0.2,0,3.53,1547,139
10.315,0.2,0,3.06,1548,139
