# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.129,0.3,0,3.06,1355,90
0.322,0.4,0,3.06,1319,81
0.528,0.2,0,3.06,1319,81
0.742,0.4,0,3.06,1321,81
0.935,0.4,0,3.06,1321,81
1.143,0.3,0,3.06,1322,82
1.327,0.3,0,3.06,1323,82
1.534,0.3,0,3.06,1324,82
1.727,0.3,0,3.06,1324,82
1.966,0.3,0,3.06,1325,82
2.145,0.3,0,3.06,1326,83
2.334,0.4,0,3.06,1327,83
2.543,0.3,0,3.06,1327,83
2.741,0.3,0,3.06,1328,83
2.944,0.3,0,3.06,1328,83
3.149,0.3,0,3.06,1330,84
3.339,0.3,0,3.06,1330,84
3.559,0.4,0,3.06,1331,84
3.752,0.4,0,3.06,1331,84
3.96,0.3,0,6.82,1332,84
4.181,0.2,0,25.65,1337,85
4.379,0.2,0,34.59,1354,90
4.588,0.3,0,36.94,1370,94
4.784,0.2,0,37.41,1380,96
4.995,0.3,0,42.12,1390,99
5.197,0.3,0,57.18,1403,102
5.381,0.3,0,60.0,1417,106
5.588,0.3,0,60.0,1442,112
5.79,0.3,0,60.0,1456,116
5.982,0.3,0,60.0,1471,120
6.18,0.3,0,60.0,1485,123
6.381,0.2,0,60.0,1499,127
6.587,0.2,0,60.0,1502,128
6.808,0.2,0,60.0,1503,128
6.996,0.3,0,60.0,1493,125
7.186,0.4,0,60.0,1494,125
7.414,0.3,0,60.0,1496,126
7.59,0.4,0,60.0,1497,126
7.818,0.3,0,60.0,1499,127
8.015,0.3,0,60.0,1503,128
8.199,0.3,0,60.0,1504,128
8.4,0.3,0,60.0,1493,125
8.618,0.3,0,60.0,1495,126
8.806,0.3,0,60.0,1497,126
9.015,0.3,0,60.0,1498,126
9.217,0.4,0,60.0,1501,127
9.399,0.2,0,60.0,1502,128
9.623,0.3,0,60.0,1504,128
9.84,0.4,0,60.0,1493,125
10.033,0.3,0,60.0,1494,125
10.234,0.3,0,-0.0,1497,126
10.435,0.3,0,-0.0,1498,126
10.62,0.4,0,-0.0,1451,115
10.836,0.4,0,-0.0,1451,115
11.056,0.4,0,-0.0,1451,115
11.243,0.3,0,-0.0,1451,115
11.459,0.3,0,-0.0,1452,115
