# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.066,12.6,0,-0.0,1548,139
0.31,12.5,0,-0.0,1548,139
0.497,12.6,0,-0.0,1548,139
0.748,12.6,0,-0.0,1548,139
0.941,12.6,0,-0.0,1548,139
1.158,12.5,0,-0.0,1548,139
1.397,12.5,0,-0.0,1548,139
1.581,12.5,0,-0.0,1548,139
1.817,12.6,0,-0.0,1548,139
2.022,12.5,0,-14.35,1548,139
2.255,12.5,0,-18.12,1537,136
2.441,12.3,0,-18.12,1528,134
2.673,12.4,0,-6.35,1525,133
2.908,12.4,0,15.29,1519,132
3.086,12.4,0,21.41,1537,136
3.321,12.5,0,21.88,1554,141
3.523,12.5,0,21.88,1560,142
3.744,12.5,0,21.88,1565,144
3.956,12.4,0,-0.0,1572,145
4.175,12.6,0,-0.0,1559,142
4.397,12.5,0,-0.0,1558,142
4.597,12.5,0,-0.0,1558,142
4.818,12.5,0,-0.0,1558,142
