# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.208,11.4,0,-0.0,1500,127
0.44,11.6,0,-0.0,1500,127
0.642,11.6,0,-0.0,1500,127
0.873,11.5,0,-0.0,1499,127
1.086,11.4,0,-0.0,1500,127
1.299,11.6,0,-0.0,1500,127
1.514,11.4,0,-0.0,1500,127
1.735,11.5,0,-0.0,1500,127
1.932,11.5,0,-19.06,1500,127
2.153,11.6,0,-60.0,1501,127
2.373,11.3,0,-60.0,1440,112
2.599,11.6,0,-0.0,1425,108
2.796,11.5,0,-9.18,1431,109
3.031,11.4,0,-60.0,1457,116
3.245,11.5,0,-60.0,1398,101
3.475,11.6,0,-60.0,1382,97
3.656,11.3,0,-60.0,1367,93
3.908,11.4,0,-60.0,1352,89
4.116,11.6,0,-60.0,1337,85
4.305,11.5,0,-60.0,1322,82
4.564,11.3,0,-60.0,1305,77
4.737,11.4,0,-60.0,1291,74
4.977,11.5,0,-60.0,1275,70
5.167,11.4,0,-60.0,1260,66
5.386,11.7,0,-60.0,1245,62
5.638,11.5,0,-60.0,1227,57
5.81,11.6,0,-60.0,1213,54
6.019,11.4,0,-60.0,1223,56
6.237,11.6,0,-60.0,1221,56
6.484,11.4,0,-60.0,1216,55
