# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.104,13.9,0,-0.0,1548,139
0.339,14.2,0,-0.0,1431,109
0.533,14.2,0,-0.0,1431,109
0.744,13.6,0,-0.0,1431,109
0.954,12.6,0,-0.0,1432,110
1.164,13.7,0,-0.0,1434,110
1.4,15.0,0,-0.0,1428,109
1.601,15.2,0,20.0,1427,108
1.836,14.7,0,32.71,1433,110
2.021,15.7,0,34.12,1460,117
2.252,19.4,0,38.35,1464,118
2.467,24.1,0,38.35,1463,118
2.671,28.6,0,42.12,1467,119
2.909,31.1,0,46.35,1477,121
3.115,32.3,0,50.12,1493,125
3.345,32.1,0,58.12,1510,130
3.555,34.6,0,60.0,1528,134
3.756,43.0,0,60.0,1543,138
3.97,47.2,0,60.0,1535,136
4.19,49.0,0,57.65,1537,136
4.409,62.5,0,-0.0,1584,148
4.611,68.2,0,-0.0,1512,130
4.819,70.9,0,-0.0,1493,125
5.038,63.6,0,35.06,1486,123
5.268,69.9,0,50.59,1539,137
5.504,70.0,0,50.59,1567,144
5.697,64.8,0,50.59,1562,143
5.939,74.5,0,46.82,1598,152
6.127,71.3,0,42.12,1564,143
6.332,70.3,0,36.94,1593,151
6.554,68.0,0,-0.0,1611,155
6.765,119.7,0,-0.0,1588,149
7.011,119.7,0,-0.0,1424,108
7.212,119.7,0,-0.0,1426,108
7.441,119.7,0,-0.0,1428,109
7.663,123.4,0,-0.0,1428,109
7.842,102.6,0,-0.0,1399,101
8.104,73.1,0,-0.0,1478,121
8.284,38.6,0,-0.0,1506,129
8.496,14.0,0,-0.0,1549,139
8.714,26.7,0,-0.0,1558,142
8.923,40.9,0,-0.0,1453,115
9.15,47.4,0,-0.0,1433,110
9.351,43.7,0,-0.0,1440,112
9.6,36.3,0,-0.0,1482,122
9.775,26.0,0,-0.0,1501,127
10.023,18.3,0,-0.0,1524,133
10.227,19.8,0,-0.0,1522,133
10.429,26.2,0,-0.0,1491,125
10.655,32.5,0,-0.0,1468,119
10.872,36.4,0,-0.0,1464,118
11.079,31.4,0,-0.0,1471,120
11.305,28.5,0,-0.0,1492,125
11.521,24.1,0,-0.0,1500,127
11.737,23.5,0,3.53,1506,129
11.937,24.3,0,13.41,1492,125
12.176,28.5,0,45.41,1495,126
12.383,32.7,0,48.24,1502,128
12.603,35.0,0,48.24,1521,132
12.831,39.5,0,49.18,1547,139
13.028,40.9,0,49.18,1547,139
13.259,48.6,0,42.59,1571,145
13.456,56.0,0,-0.0,1553,141
13.673,59.5,0,-0.0,1506,129
13.898,61.1,0,-0.0,1519,132
14.1,63.3,0,-0.0,1518,132
14.313,59.2,0,-0.0,1502,128
14.554,52.1,0,-0.0,1532,135
14.765,49.8,0,-4.94,1548,139
14.959,45.6,0,-0.0,1523,133
15.196,37.0,0,-0.0,1537,136
15.409,35.5,0,-0.0,1560,142
15.624,35.9,0,-0.0,1543,138
15.848,38.4,0,-0.0,1540,137
16.037,39.6,0,3.53,1529,134
16.25,39.3,0,3.53,1529,134
16.48,43.0,0,15.77,1539,137
16.678,43.4,0,43.06,1534,136
16.922,42.1,0,44.94,1572,145
17.135,47.6,0,44.94,1586,149
17.34,51.3,0,44.47,1574,146
17.572,58.1,0,-0.0,1604,154
17.776,77.5,0,-0.0,1545,138
17.992,86.3,0,-0.0,1509,129
18.192,90.9,0,-0.0,1543,138
18.432,99.1,0,-0.0,1504,128
18.637,101.1,0,-0.0,1508,129
18.844,97.7,0,-0.0,1529,134
19.101,92.3,0,4.0,1540,137
19.276,85.6,0,7.29,1547,139
19.559,81.5,0,27.06,1573,146
19.712,79.7,0,27.06,1592,150
19.924,83.4,0,-0.0,1593,151
20.152,87.0,0,-0.0,1560,142
20.363,96.1,0,-0.0,1534,136
20.573,97.3,0,-0.0,1518,132
20.816,98.9,0,-0.0,1538,137
21.023,101.3,0,-0.0,1536,136
21.232,98.3,0,-0.0,1531,135
21.457,98.9,0,-0.0,1547,139
21.669,97.1,0,-0.0,1537,136
21.876,97.6,0,-0.0,1550,140
22.131,100.3,0,-0.0,1534,136
22.324,95.6,0,-0.0,1538,137
22.516,95.6,0,-0.0,1555,141
22.77,96.3,0,-0.0,1547,139
22.97,95.9,0,-0.0,1542,138
23.214,96.5,0,-0.0,1540,137
23.393,96.4,0,-0.0,1538,137
23.624,93.6,0,-0.0,1542,138
23.845,96.8,0,-0.0,1554,141
24.041,36.9,0,-0.0,1537,136
24.263,36.5,0,-0.0,1488,124
24.486,30.1,0,-0.0,1436,111
24.714,21.1,0,-0.0,1456,116
