# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.152,13.6,0,-0.0,,
0.384,13.3,0,-0.0,1431,109
0.593,13.4,0,4.94,1431,109
0.825,13.0,0,19.06,1433,110
1.01,13.5,0,26.59,1446,113
1.23,13.8,0,36.47,1459,117
1.45,14.3,0,43.06,1473,120
1.664,14.9,0,43.06,1489,124
1.887,14.5,0,44.47,1499,127
2.101,14.0,0,50.59,1514,131
2.325,13.1,0,50.12,1532,135
2.543,12.4,0,-0.0,1548,139
2.741,11.7,0,-0.0,1540,137
2.976,11.4,0,-0.0,1520,132
3.17,11.1,0,-0.0,1519,132
3.395,11.2,0,-0.0,1519,132
3.604,11.1,0,-58.59,1518,132
3.871,11.0,0,-58.59,1506,129
4.059,10.7,0,-0.0,1455,116
4.251,10.8,0,-0.0,1465,118
4.499,10.9,0,-0.0,1489,124
4.711,10.9,0,-0.0,1488,124
4.924,10.9,0,-0.0,1487,124
5.119,11.1,0,-60.0,1487,124
5.338,11.4,0,-60.0,1476,121
5.54,11.9,0,-60.0,1425,108
5.755,12.8,0,-47.29,1408,104
5.983,13.9,0,-0.0,1388,98
6.211,13.4,0,-0.0,1431,109
6.408,14.3,0,-0.0,1427,108
