# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.183,12.2,0,4.0,1561,143
0.395,12.6,0,3.06,1359,91
0.618,15.7,0,4.0,1502,128
0.833,23.2,0,4.94,1490,124
1.033,29.3,0,4.47,1470,119
1.275,32.4,0,4.94,1467,119
1.465,30.5,0,43.06,1477,121
1.691,27.9,0,43.53,1528,134
1.913,28.5,0,43.53,1544,138
2.106,33.2,0,44.0,1543,138
2.386,40.1,0,44.0,1535,136
2.559,46.2,0,44.94,1533,135
2.762,49.4,0,51.53,1542,138
2.986,52.9,0,54.35,1557,142
3.195,56.6,0,57.18,1574,146
3.419,62.5,0,57.65,1585,149
3.639,70.6,0,-0.0,1586,149
3.844,79.7,0,-0.0,1578,147
4.048,91.6,0,-0.0,1528,134
4.284,96.2,0,4.0,1504,128
4.487,95.7,0,4.47,1523,133
4.704,94.1,0,26.12,1543,138
4.902,93.9,0,41.18,1565,144
5.126,94.2,0,-0.0,1593,151
5.344,95.9,0,-0.0,1556,141
5.584,99.7,0,-0.0,1546,139
5.766,102.4,0,-0.0,1550,140
5.997,99.1,0,-0.0,1537,136
6.22,97.6,0,-4.0,1544,138
6.495,96.8,0,-55.29,1555,141
6.66,35.7,0,-60.0,1516,131
6.862,32.3,0,-60.0,1452,115
7.103,21.7,0,-13.88,1452,115
7.281,16.6,0,-0.0,1470,119
7.503,48.1,0,-47.76,1481,122
