# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.137,43.3,0,-0.0,1560,142
0.338,41.5,0,-0.0,1565,144
0.561,33.4,0,-0.0,1578,147
0.776,24.0,0,-0.0,1605,154
1.014,15.6,0,4.47,1619,157
1.224,17.5,0,5.88,1627,159
1.429,24.2,0,23.29,1596,151
1.669,32.2,0,33.18,1577,147
1.857,34.1,0,41.65,1593,151
2.076,35.0,0,52.47,1620,158
2.325,34.2,0,56.24,1643,163
2.511,36.8,0,56.24,1668,170
2.736,41.1,0,55.76,1669,170
2.938,46.7,0,52.47,1673,171
3.149,52.1,0,52.47,1675,172
3.418,59.0,0,52.47,1681,173
3.585,65.0,0,52.47,1682,173
3.829,73.3,0,6.35,1686,174
4.023,82.5,0,-0.0,1677,172
4.231,89.7,0,3.06,1640,163
4.444,91.5,0,-0.0,1631,160
4.674,92.0,0,-0.0,1654,166
4.9,90.4,0,5.88,1660,168
5.085,87.0,0,34.12,1672,171
5.327,85.7,0,34.12,1700,178
5.517,88.8,0,19.53,1711,181
5.736,89.6,0,12.94,1690,175
5.951,93.7,0,6.35,1690,175
6.176,100.1,0,-0.0,1678,172
6.425,103.2,0,-0.0,1650,165
6.653,102.3,0,-0.0,1656,167
6.819,101.5,0,-0.0,1676,172
7.056,101.5,0,-0.0,1678,172
7.289,100.8,0,-0.0,1680,173
7.532,100.0,0,-0.0,1674,171
7.689,94.8,0,-0.0,1685,174
7.952,95.3,0,-0.0,1695,177
8.117,94.1,0,-0.0,1680,173
8.344,91.7,0,-0.0,1688,175
8.579,95.6,0,-17.65,1700,178
8.767,91.4,0,-54.35,1668,170
8.999,90.7,0,-19.53,1645,164
9.222,28.9,0,-60.0,1626,159
9.409,24.4,0,-60.0,1566,144
9.645,15.1,0,-60.0,1523,133
9.87,14.4,0,-60.0,1535,136
