# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.125,101.3,0,-0.0,,
0.321,101.1,0,-0.0,1315,80
0.523,101.2,0,-0.0,1475,121
0.737,101.3,0,60.0,1500,127
0.924,101.3,0,-0.0,1555,141
1.125,101.3,0,-0.0,1513,130
1.332,101.1,0,-60.0,1512,130
1.534,101.2,0,-0.0,1459,117
1.736,101.4,0,-0.0,1497,126
1.939,101.3,0,-0.0,1495,126
2.159,101.4,0,-0.0,1496,126
2.357,101.2,0,60.0,1496,126
2.556,101.3,0,-0.0,1497,126
2.773,101.1,0,-0.0,1535,136
2.951,101.2,0,-60.0,1507,129
3.161,101.2,0,-0.0,1455,116
3.362,101.4,0,-0.0,1494,125
3.564,101.4,0,60.0,1492,125
3.755,101.3,0,60.0,1513,130
3.956,101.3,0,60.0,1556,141
4.159,101.3,0,-0.0,1569,145
4.369,101.3,0,-0.0,1584,148
4.559,101.4,0,-0.0,1536,136
4.76,101.4,0,-0.0,1536,136
4.979,101.3,0,-0.0,1536,136
5.17,101.3,0,-60.0,1501,127
5.361,101.3,0,-0.0,1527,134
5.562,101.3,0,-0.0,1521,132
5.764,101.3,0,-0.0,1521,132
5.967,101.5,0,-0.0,1521,132
6.155,101.3,0,-0.0,1520,132
6.376,101.2,0,-0.0,1521,132
6.575,101.3,0,-0.0,1521,132
6.775,101.3,0,-0.0,1521,132
6.976,101.3,0,-0.0,1521,132
