# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.191,11.9,0,-0.0,1750,191
0.463,12.2,0,-0.0,1339,86
0.616,11.9,0,4.0,1399,101
0.866,12.0,0,4.47,1404,103
1.045,11.8,0,3.53,1404,103
1.284,12.1,0,6.35,1406,103
1.505,12.1,0,7.29,1406,103
1.692,12.1,0,-0.0,1410,104
1.931,12.0,0,-0.0,1406,103
2.143,12.1,0,-0.0,1406,103
2.343,12.1,0,-0.0,1408,104
2.585,12.0,0,-0.0,1406,103
2.769,12.0,0,-0.0,1406,103
3.007,12.1,0,-0.0,1407,103
3.207,12.1,0,-0.0,1405,103
3.412,12.0,0,3.06,1406,103
3.642,12.0,0,26.12,1407,103
3.853,12.1,0,28.47,1419,106
4.077,12.1,0,39.29,1436,111
4.285,12.0,0,50.59,1455,116
4.528,12.2,0,54.35,1474,120
4.713,12.3,0,54.35,1490,124
4.938,12.6,0,54.82,1504,128
5.176,13.4,0,54.82,1516,131
5.358,16.0,0,54.35,1528,134
5.606,20.2,0,54.35,1533,135
5.822,24.1,0,54.35,1538,137
6.014,27.5,0,52.0,1549,139
6.248,29.8,0,51.06,1561,143
6.439,32.2,0,51.06,1573,146
6.676,34.3,0,46.35,1583,148
6.87,36.3,0,46.35,1573,146
7.11,37.6,0,46.35,1582,148
7.304,36.5,0,46.82,1583,148
7.522,34.2,0,46.82,1579,147
7.777,31.9,0,55.76,1583,148
7.958,31.0,0,58.12,1580,147
8.178,31.9,0,57.65,1580,147
8.402,32.3,0,57.65,1578,147
8.601,33.2,0,58.12,1580,147
8.862,34.2,0,60.0,1578,147
9.039,35.1,0,60.0,1580,147
9.26,34.9,0,60.0,1585,149
