# Kp=0.80 Ki=1.20 Kd=0.0
time_s,current_alt_cm,target_alt_cm,vel_cmd_cm_s,pid_thr_ibus,pid_thr_0_255
0.125,6.2,0,-0.0,1634,161
0.32,6.3,0,-0.0,1315,80
0.5,6.2,0,-0.0,1500,127
0.704,6.3,0,-0.0,1500,127
0.901,6.2,0,-0.0,1500,127
1.104,6.3,0,3.06,1500,127
1.318,6.1,0,3.06,1502,128
1.523,6.3,0,3.06,1504,128
1.717,6.3,0,3.06,1503,128
1.938,6.2,0,3.06,1505,128
2.122,6.2,0,3.06,1505,128
2.304,6.2,0,-0.0,1506,129
2.52,6.1,0,-24.7,1504,128
2.73,6.2,0,-33.18,1482,122
2.911,6.2,0,3.06,1465,118
3.134,6.2,0,3.53,1492,125
3.308,6.0,0,4.0,1496,126
