# Kp=? Ki=? Kd=?
time_s,current_alt_cm,target_alt_cm,pid_thr_ibus,pid_thr_0_255
0.032,11.2,0,1224,57
0.244,10.8,0,1224,57
0.453,10.8,0,1243,61
0.743,11.0,0,1265,67
0.883,11.0,0,1285,72
1.109,11.0,0,1305,77
1.338,10.8,0,1325,82
1.535,10.8,0,1345,87
1.784,11.0,0,1365,93
1.985,10.5,0,1383,97
2.185,10.9,0,1403,102
2.425,10.9,0,1421,107
2.628,10.9,0,1441,112
2.871,10.8,0,1461,117
3.051,10.6,0,1481,122
3.284,11.1,0,1501,127
3.484,10.7,0,1521,132
3.726,11.0,0,1541,137
3.914,11.1,0,1561,143
4.161,11.0,0,1581,148
4.33,11.0,0,1601,153
4.546,10.8,0,1619,157
4.761,10.7,0,1627,159
5.011,10.9,0,1627,159
5.192,10.6,0,1627,159
5.432,10.8,0,1627,159
