time_s,dx,dy,alt_mm
0.01,0,0,82
0.062,-2,0,82
0.114,0,-1,82
0.137,1,1,82
0.182,1,0,82
0.24,-3,0,82
0.278,1,-1,82
0.316,0,2,82
0.349,1,0,82
0.389,0,-2,82
0.446,-1,4,82
0.469,-1,-1,82
0.509,1,-3,82
0.594,0,3,82
0.605,2,1,82
0.64,-1,-5,82
0.69,-1,5,83
0.714,1,-1,83
0.766,-1,-3,83
0.805,0,2,83
0.864,-1,1,83
0.887,1,-4,83
0.98,0,3,83
0.98,1,-1,83
0.994,1,2,83
1.056,-1,-1,83
1.077,0,-1,82
1.138,1,0,82
1.162,0,3,82
1.231,-3,-1,82
1.245,1,-2,82
1.284,1,2,83
1.343,0,-2,83
1.366,0,0,83
1.42,-2,1,83
1.456,2,-3,83
1.491,1,1,82
1.555,-2,2,82
1.578,1,1,82
1.623,1,-1,82
1.657,-1,0,82
1.704,-1,2,83
1.757,2,-1,83
1.789,-1,-1,83
1.832,-1,1,83
1.866,1,-4,83
1.911,-1,3,82
1.945,1,0,82
2.003,0,-1,82
2.038,-2,1,82
2.06,-1,1,82
2.11,3,-4,82
2.168,-1,2,82
2.196,-1,1,82
2.24,4,-1,82
2.279,-2,3,82
2.343,0,-5,82
2.36,0,2,82
2.402,-1,1,82
2.456,1,2,82
2.512,0,-2,82
2.535,-2,0,82
2.567,1,0,82
2.602,1,-1,82
2.635,-1,2,82
2.684,0,0,82
2.722,2,-3,82
2.781,-2,2,82
2.81,0,0,82
2.857,2,0,82
2.912,-1,2,83
2.941,-1,0,83
2.963,1,-5,83
3.023,0,3,83
3.065,-1,-1,83
3.089,2,0,83
3.135,-2,2,83
3.178,0,0,83
3.222,2,0,83
3.276,-3,-1,83
3.299,2,2,84
3.331,1,-3,84
3.376,0,3,84
3.427,-3,-2,84
3.462,3,-1,84
3.512,-1,0,83
3.568,-1,3,83
3.58,2,-3,83
3.638,-2,3,83
3.665,2,-2,83
3.709,0,-1,83
3.758,-1,2,83
3.782,1,-2,83
3.838,0,-1,83
3.898,-2,2,83
3.922,0,2,83
3.944,1,-2,83
3.995,0,1,83
4.029,-2,-2,83
4.095,3,2,82
4.126,-2,1,82
4.161,2,-1,82
4.207,1,0,82
4.232,-2,0,82
4.294,-2,-2,82
4.318,3,0,82
4.363,-1,1,82
4.413,0,0,82
4.438,1,-1,82
4.485,1,2,82
