time_s,dx,dy,alt_mm
0.035,0,0,77
0.062,-1,0,77
0.127,1,0,77
0.151,0,-1,77
0.185,-1,2,77
0.239,0,0,77
0.273,0,0,77
0.325,0,0,77
0.351,0,0,77
0.393,1,0,79
0.427,-1,0,79
0.473,0,-1,79
0.535,2,0,79
0.56,-2,0,79
0.61,1,0,80
0.634,0,0,80
0.686,-1,-1,80
0.724,1,1,80
0.76,0,0,80
0.821,-1,0,79
0.843,0,0,79
0.879,1,0,79
0.916,-1,1,79
0.966,1,-1,79
1.021,0,2,78
1.045,-1,-1,78
1.108,0,0,78
1.134,0,0,78
1.18,1,0,79
1.213,-1,0,79
1.253,1,-1,79
1.289,0,1,79
1.342,-1,0,79
1.396,0,0,78
1.417,0,-1,78
1.463,-1,0,78
1.526,3,0,78
1.552,-1,1,78
1.575,-1,-1,78
1.639,1,0,78
1.668,-1,2,78
1.715,0,-1,78
1.748,0,-1,78
1.789,1,0,79
1.846,-1,0,79
1.871,1,2,79
1.913,0,-2,79
1.963,1,3,79
1.998,0,-1,80
2.056,0,0,80
2.082,-2,-1,80
2.127,0,0,80
2.15,0,1,80
2.2,0,-2,79
2.258,0,0,79
2.282,1,1,79
2.325,-1,0,79
2.376,1,1,79
2.403,-1,0,78
2.467,0,-1,78
2.489,1,0,78
2.516,-1,1,78
2.565,-1,-1,78
2.613,2,-1,80
2.648,0,1,80
2.705,-1,0,80
2.72,1,-1,80
2.776,0,2,80
2.835,-1,-1,80
2.86,2,0,80
2.912,-2,0,80
2.934,2,0,80
2.98,-1,0,79
3.021,0,1,79
3.054,-1,-1,79
3.114,1,1,79
3.138,-1,0,79
3.221,1,0,79
3.221,0,0,79
3.258,0,-2,79
3.321,0,1,79
3.344,1,1,79
3.38,-1,0,79
3.433,0,-2,79
3.468,-1,0,79
3.525,1,1,79
3.555,-1,0,79
3.603,1,-1,78
3.624,-1,1,78
3.674,0,1,78
3.708,2,0,78
3.752,-1,0,78
3.792,0,-1,78
3.827,-1,-1,78
3.884,0,1,78
3.914,1,1,78
3.961,1,-1,78
3.995,-1,-1,79
4.047,0,1,79
4.124,-1,0,79
4.146,0,0,79
4.158,2,0,79
4.206,-1,0,79
4.264,-1,0,79
4.289,0,0,79
4.324,1,-1,79
4.36,-1,1,79
4.411,0,0,78
4.453,0,0,78
4.49,0,0,78
4.525,1,0,78
4.591,-1,0,78
4.614,0,1,79
4.665,0,-1,79
4.694,1,0,79
4.748,-1,0,79
4.771,1,1,79
4.825,-1,-1,79
4.846,0,0,79
4.905,1,1,79
4.938,0,-1,79
4.99,0,-1,79
5.039,0,0,79
5.066,0,1,79
5.113,0,0,79
5.149,-1,0,79
5.184,0,2,78
5.252,0,-3,78
5.273,0,1,78
5.308,1,-1,78
5.342,-1,1,78
5.403,0,1,79
5.448,1,0,79
5.478,0,0,79
5.516,-1,0,79
5.561,0,-1,79
5.61,0,0,79
5.632,0,0,79
5.675,1,0,79
5.72,-1,0,79
5.768,-1,1,79
5.813,2,0,79
5.856,-1,-1,79
5.883,0,0,79
5.951,1,0,79
5.962,-1,0,79
6.005,0,0,79
