time_s,dx,dy,alt_mm
0.01,0,0,73
0.047,-1,0,73
0.103,0,0,73
0.125,1,0,73
0.182,-2,0,73
0.218,0,0,73
0.261,1,-1,73
0.312,1,0,73
0.328,-2,0,73
0.391,2,1,73
0.433,-1,0,73
0.47,-2,0,73
0.513,3,1,73
0.543,-3,0,73
0.59,3,-1,73
0.639,-3,0,73
0.661,3,0,73
0.707,2,0,73
0.751,-4,0,73
0.795,0,-1,73
0.841,1,0,73
0.866,-2,1,73
0.914,1,1,73
0.954,3,-2,73
1.001,-1,0,72
1.029,0,1,72
1.073,1,1,72
1.118,-2,-1,72
1.175,0,0,72
1.213,-1,0,71
1.234,2,0,71
1.312,1,0,71
1.332,0,0,71
1.367,-2,0,71
1.414,-1,0,73
1.45,3,1,73
1.481,-2,-1,73
1.516,2,0,73
1.575,-3,0,73
1.596,1,0,74
1.644,2,0,74
1.701,-2,0,74
1.726,-1,-1,74
1.78,-25,0,74
1.829,1,1,72
1.852,-2,-2,72
1.901,4,1,72
1.936,1,0,72
1.993,-5,-1,74
2.016,-1,0,74
2.054,5,1,74
2.097,-16,1,74
