time_s,dx,dy,alt_mm
0.021,1,0,82
0.057,0,0,82
0.115,-1,-1,82
0.137,0,0,82
0.199,1,2,81
0.224,0,-1,81
0.274,0,-1,81
0.297,0,0,81
0.352,-1,0,81
0.394,0,1,83
0.416,0,0,83
0.471,1,0,83
0.505,0,0,83
0.558,-1,0,83
0.591,0,-1,82
0.626,0,1,82
0.686,0,0,82
0.708,0,0,82
0.76,1,0,82
0.812,-1,-1,82
0.847,0,0,82
0.881,0,1,82
0.93,0,0,82
0.953,0,0,82
1.001,0,0,82
1.036,0,0,82
1.085,0,0,82
1.116,0,0,82
1.165,0,0,82
1.192,0,0,82
1.249,1,-1,82
1.282,0,1,82
1.342,0,-2,82
1.353,-1,2,82
1.412,0,1,82
1.464,0,-1,82
1.487,1,0,82
1.523,0,0,82
1.582,0,-2,82
1.607,0,0,82
1.656,0,2,82
1.689,0,-1,82
1.734,0,1,82
1.783,0,0,83
1.838,0,-1,83
1.853,0,-1,83
1.901,-1,2,83
1.938,0,-1,83
1.999,0,0,83
2.027,0,1,83
2.061,0,-1,83
2.107,0,0,83
2.146,0,1,83
2.19,0,-1,82
2.223,0,1,82
2.272,0,1,82
2.31,0,-1,82
2.368,0,-1,82
2.441,0,1,82
2.469,0,-1,82
2.47,0,0,82
2.512,-7,1,82
2.549,0,2,82
2.599,-1,0,82
2.632,0,-1,82
2.687,0,0,82
2.708,-1,0,82
2.776,1,0,82
2.797,-1,1,83
2.856,1,1,83
2.89,0,-2,83
2.916,-1,2,83
2.978,0,-2,83
2.999,1,0,82
3.055,-1,1,82
3.106,0,0,82
3.142,1,-1,82
3.163,0,1,82
3.206,-1,1,81
3.253,1,-1,81
3.29,0,1,81
3.328,-1,1,81
3.389,1,-2,83
3.434,0,0,83
3.447,0,-1,83
3.492,0,0,83
3.537,0,2,83
3.585,0,-1,82
3.609,0,0,82
3.658,0,-1,82
3.691,0,-1,82
3.737,0,1,82
3.787,0,0,82
3.845,0,1,82
3.863,0,-1,82
3.906,1,1,82
3.949,-1,1,82
3.989,0,-1,82
4.048,0,2,82
4.072,0,-1,82
4.129,1,-1,82
4.154,0,0,82
4.189,0,0,82
4.247,0,-1,82
4.269,0,0,82
4.312,0,0,82
4.355,0,-1,82
4.393,0,1,82
4.436,-1,0,82
4.482,0,0,82
4.528,0,1,82
4.583,0,0,82
4.596,0,-2,82
4.643,10,-3,82
4.687,1,1,82
4.727,-1,-1,82
4.791,3,1,82
4.801,-2,-1,82
4.841,0,-1,82
4.917,0,2,82
4.928,0,-1,82
4.973,0,-1,82
5.016,1,2,82
5.062,0,-1,82
5.085,-1,0,82
5.159,0,0,82
5.171,1,0,82
5.21,0,-2,82
5.265,0,3,82
5.298,0,1,82
5.359,0,-3,82
5.395,-1,1,82
5.43,1,2,82
5.458,-1,-3,82
5.523,1,2,82
5.558,0,1,82
5.58,1,-2,82
5.632,-1,2,82
5.665,1,0,82
5.711,-1,-1,82
5.76,1,0,82
5.787,-1,-1,82
5.836,-2,1,82
5.875,2,0,82
5.918,0,0,82
5.968,0,-1,82
5.99,0,2,83
6.04,-1,0,83
6.075,0,-1,83
6.109,1,0,83
6.156,1,-1,83
6.204,0,1,83
6.253,-1,-1,83
6.289,0,0,83
6.322,0,1,83
6.379,1,1,83
6.415,-1,0,82
6.463,-2,-2,82
6.486,1,2,82
6.542,0,-2,82
6.568,-1,1,82
6.605,2,1,82
6.648,0,0,82
6.696,-1,-1,82
6.731,1,0,82
6.776,1,-1,81
6.836,-2,0,81
6.859,0,1,81
6.915,2,0,81
6.943,-3,0,81
6.981,1,-1,81
7.027,1,1,81
7.073,0,0,81
7.095,1,0,81
7.157,0,1,81
7.196,1,0,81
7.234,-1,-1,81
7.279,0,1,81
7.312,1,0,81
7.347,0,0,81
7.419,-2,0,82
7.43,1,-1,82
7.473,1,1,82
7.513,1,0,82
7.579,-2,-1,82
7.607,3,0,82
7.631,0,1,82
7.688,0,0,82
7.723,0,0,82
7.771,2,0,82
7.806,0,0,83
7.84,-1,0,83
7.892,0,-2,83
7.925,1,2,83
7.972,0,-1,83
7.995,0,0,83
8.045,1,1,83
8.103,0,-1,83
8.129,-1,0,83
8.177,0,0,83
8.203,1,0,84
8.262,0,0,84
8.306,0,0,84
8.331,0,0,84
8.367,0,-1,84
8.411,-1,1,83
8.45,0,0,83
8.512,1,1,83
8.534,0,-1,83
8.575,0,1,82
8.633,0,0,82
8.657,-2,-1,82
8.709,1,0,82
8.742,0,0,82
8.787,0,0,82
8.813,1,-1,82
8.868,-3,0,82
8.923,2,1,82
8.945,0,0,82
9.002,1,1,82
9.024,-2,-2,82
9.082,0,1,82
9.107,0,0,82
9.169,-1,0,82
9.189,0,-1,82
9.233,-1,1,82
9.284,1,0,82
9.32,0,0,82
9.369,-1,-2,82
9.416,-1,1,82
9.44,0,0,82
9.488,0,0,82
9.513,1,1,82
9.56,1,-1,82
9.609,1,0,82
9.642,-1,-1,82
9.691,0,0,82
9.725,-1,0,82
9.775,2,0,82
9.822,0,0,81
9.846,-2,0,81
9.89,2,0,81
9.925,-1,-3,81
9.971,-2,2,81
10.022,3,1,82
10.055,0,-1,82
10.109,-2,0,82
10.131,1,0,82
10.197,1,0,83
10.208,0,0,83
10.274,0,0,83
10.297,0,-1,83
10.359,-3,0,83
10.404,3,1,83
10.437,-1,-1,83
10.483,0,0,83
10.506,0,1,83
10.54,0,-1,83
10.597,-1,-1,83
10.62,0,1,83
10.675,0,0,83
10.712,-2,0,83
10.749,0,0,83
10.795,0,0,82
10.842,0,0,82
10.875,0,-1,82
10.928,-1,1,82
10.951,0,-1,82
10.995,1,0,82
11.052,-1,0,82
11.074,0,0,82
11.127,-1,1,82
11.162,1,-1,82
11.207,1,0,83
11.24,2,0,83
11.287,-1,1,83
11.336,1,-1,83
11.358,0,2,83
11.403,1,-1,82
11.447,0,1,82
11.483,2,2,82
11.523,0,-1,82
11.575,-2,1,82
11.631,1,1,83
11.653,2,-1,83
11.703,-1,1,83
11.737,1,0,83
11.777,0,0,83
11.839,0,-1,83
11.85,0,1,83
11.91,-1,1,83
11.931,1,-1,83
11.984,-1,1,82
12.044,1,0,82
12.056,-2,1,82
12.105,-6,1,82
12.143,-12,0,82
12.181,2,1,83
12.229,-1,0,83
12.266,1,0,83
12.315,-1,-2,83
12.349,-1,2,83
12.382,0,0,83
12.44,1,0,83
12.463,0,3,83
12.537,1,0,83
12.556,1,-1,83
12.592,0,0,84
12.647,0,-1,84
12.673,0,0,84
12.732,0,0,84
12.754,1,0,84
12.805,0,0,83
12.85,0,0,83
12.874,0,0,83
12.924,-1,1,83
12.96,0,1,83
12.995,0,0,82
13.056,0,0,82
13.09,0,0,82
13.138,-1,-1,82
13.184,0,0,82
13.205,0,0,82
13.249,0,1,82
13.288,0,-1,82
13.344,0,0,82
13.367,1,0,82
13.422,0,0,82
13.47,-1,1,82
13.502,1,0,82
13.546,0,0,82
13.575,0,0,82
13.608,0,0,83
13.655,0,0,83
13.712,0,0,83
13.745,0,0,83
13.793,0,0,83
13.835,0,0,83
13.864,0,0,83
13.914,1,0,83
13.947,0,-1,83
13.996,0,0,83
14.021,-1,0,83
14.081,0,0,83
14.113,1,0,83
14.14,-1,0,83
14.209,0,1,82
14.24,1,0,82
14.276,0,0,82
14.313,0,0,82
14.36,0,0,82
14.397,0,0,82
14.444,0,0,82
14.472,0,-1,82
14.529,0,0,82
14.578,0,1,82
14.607,1,-2,82
14.641,-1,2,82
14.686,0,0,82
14.716,11,1,82
14.777,0,0,82
14.817,4,1,83
14.86,-3,-2,83
14.888,1,1,83
14.938,0,-1,83
14.962,2,0,83
15.012,0,1,82
15.053,0,0,82
15.082,-1,0,82
15.14,-2,0,82
15.175,1,0,82
15.24,0,1,82
15.262,2,0,82
15.308,1,0,82
15.339,0,-1,82
15.377,2,-2,82
15.434,9,0,84
15.461,4,0,84
15.508,11,-3,84
15.557,9,-2,84
15.65,0,1,89
15.673,23,0,89
15.692,0,0,89
15.716,-10,2,89
15.741,-6,2,89
15.815,-2,1,96
15.826,-3,0,96
15.875,-4,1,96
15.918,-1,-2,96
15.974,-2,1,96
15.997,-1,-1,92
16.047,0,-2,92
16.081,-4,1,92
16.128,-7,0,92
