time_s,dx,dy,alt_mm
0.031,1,2,79
0.068,-1,-1,79
0.114,1,1,78
0.169,1,0,78
0.192,-2,-1,78
0.241,1,-1,78
0.301,0,1,78
0.324,-1,-1,75
0.357,1,0,75
0.401,0,0,75
0.438,-1,-1,75
0.484,0,2,75
0.532,0,-1,75
0.588,-1,1,75
0.611,1,1,75
0.646,0,-2,75
0.698,0,0,75
0.734,0,2,76
0.779,0,0,76
0.826,-1,-1,76
0.868,1,0,76
0.901,0,0,76
0.95,0,-2,77
0.974,0,1,77
1.019,0,0,77
1.059,0,0,77
1.093,0,0,77
1.138,0,2,77
1.195,-1,-2,77
1.218,1,0,77
1.274,0,0,77
1.295,0,0,78
1.356,-1,0,78
1.378,2,1,78
1.425,-1,0,78
1.486,0,0,78
1.513,0,-1,78
1.546,-1,0,78
1.604,1,1,78
1.626,0,0,78
1.691,0,0,78
1.713,0,0,77
1.759,0,0,77
1.796,-1,0,77
