time_s,dx,dy,alt_mm
0.033,-2,0,79
0.092,2,0,79
0.115,0,1,79
0.164,-2,0,79
0.199,1,0,79
0.232,1,-1,79
0.281,-2,0,79
0.327,3,0,79
0.349,-2,0,79
0.404,-1,0,79
0.463,3,0,79
0.485,-1,0,79
0.538,-1,0,79
0.563,1,0,79
0.611,-2,0,79
0.649,0,1,79
0.688,3,-1,79
0.731,-3,0,79
0.773,0,0,79
0.823,3,0,79
0.847,-3,1,78
0.902,1,0,78
0.934,1,-1,78
0.976,0,0,78
1.029,-2,0,78
1.053,3,0,78
1.094,-2,0,78
1.142,-1,0,78
1.169,2,0,78
1.226,-1,0,78
1.281,-1,1,78
1.308,1,0,78
1.343,-1,0,78
1.387,0,0,78
1.432,3,-1,78
1.464,-1,0,78
1.517,-2,0,78
1.618,0,0,78
1.64,3,0,78
1.673,-3,1,78
1.695,2,-1,79
1.727,-2,0,79
1.792,0,0,79
1.814,3,0,79
1.855,-2,0,79
1.87,-1,1,79
1.932,0,0,79
1.98,3,-1,79
2.002,-2,0,79
2.05,1,0,79
2.085,-2,0,79
2.126,0,1,79
2.153,2,0,79
2.212,1,-1,79
2.267,-3,0,79
2.31,1,0,79
2.335,3,0,79
2.382,-2,0,79
2.412,-1,0,79
2.455,2,0,79
2.503,-2,0,79
2.533,2,0,79
2.59,-2,1,79
2.613,-1,0,79
2.661,2,-1,78
2.711,1,0,78
2.734,-2,0,78
2.789,2,0,78
2.814,-1,0,78
2.873,-2,0,77
2.906,1,0,77
2.94,-1,1,77
2.999,1,0,77
3.023,1,-1,77
3.075,-1,1,78
3.129,-1,0,78
3.162,3,-1,78
3.185,-2,0,78
3.229,-1,1,78
3.279,3,-1,79
3.304,0,0,79
3.351,-3,0,79
3.415,3,0,79
3.443,0,0,79
3.51,-2,0,78
3.534,1,0,78
3.559,0,0,78
3.621,-1,0,78
3.632,1,0,78
3.683,1,0,79
3.733,-3,0,79
3.76,4,0,79
3.811,-2,1,79
3.839,-2,-1,79
3.888,2,0,79
3.924,-2,0,79
3.97,0,0,79
4.009,3,0,79
4.048,-3,0,78
4.086,0,1,78
4.137,0,0,78
4.161,-1,0,78
4.237,2,0,78
4.272,1,-1,78
4.296,-2,1,78
4.348,1,0,78
4.377,2,-1,78
4.431,-2,0,78
4.475,-1,0,78
4.5,2,0,78
4.545,0,0,78
4.596,-1,0,78
4.624,2,0,78
4.663,-3,1,78
4.699,1,-1,78
4.743,1,0,78
4.793,0,0,78
4.828,-2,0,78
4.883,2,0,79
4.909,1,0,79
4.956,-3,0,79
4.989,2,0,79
5.038,2,1,79
5.107,-2,-1,79
5.149,-1,0,79
5.191,-1,0,79
5.252,3,0,79
5.277,-3,0,79
5.333,1,0,79
5.358,3,0,79
5.406,-3,0,79
5.43,2,0,79
5.47,0,0,79
5.52,-3,0,79
5.555,2,0,79
5.606,1,0,79
5.631,-3,0,79
5.693,2,0,78
5.717,0,0,78
5.77,-1,0,78
5.781,2,0,78
5.83,-1,0,78
