time_s,dx,dy,alt_mm
0.038,0,4,166
0.071,0,0,166
0.117,1,-1,166
0.142,0,1,166
0.192,0,1,166
0.239,0,2,165
0.287,0,0,165
0.32,-1,0,165
0.372,-1,1,165
0.406,0,-2,165
0.428,-1,-2,164
0.48,2,-4,164
0.516,0,0,164
0.566,0,1,164
0.611,0,1,164
0.669,0,0,163
0.692,0,-1,163
0.714,0,-1,163
0.788,0,0,163
0.8,0,0,163
0.856,0,0,165
0.91,0,0,165
0.935,0,4,165
0.982,-1,4,165
1.018,0,-2,165
1.064,-3,3,165
1.109,0,0,165
1.135,1,-2,165
1.183,0,2,165
1.216,0,0,165
1.262,0,0,164
1.314,0,0,164
1.378,0,0,164
1.403,0,0,164
1.433,0,0,166
1.479,0,0,166
1.513,1,0,166
1.568,-2,0,166
1.59,0,0,166
1.644,1,0,165
1.668,0,-1,165
1.726,0,1,165
1.75,0,-1,165
1.797,0,0,165
1.851,0,-1,165
1.874,0,1,165
1.929,0,0,165
1.972,0,1,165
1.993,0,0,165
2.1,0,-1,167
2.1,0,1,167
2.121,0,0,167
2.168,1,-3,167
2.205,0,2,167
2.28,0,0,165
2.304,1,-4,165
2.327,0,1,165
2.386,0,0,165
2.411,0,1,165
2.469,0,1,167
2.491,0,-1,167
2.534,0,-1,167
2.594,-1,2,167
2.618,1,0,167
2.665,0,1,165
2.708,0,-3,165
2.733,0,2,165
2.791,0,0,165
2.83,0,-1,165
2.853,0,0,166
2.899,1,-3,166
2.936,0,1,166
2.984,0,-1,166
3.048,0,-1,165
3.072,0,1,165
3.129,-1,0,165
3.167,0,1,165
3.204,0,2,165
3.252,-1,-1,166
3.284,0,1,166
3.307,0,-5,166
3.362,0,0,166
3.398,0,1,166
3.449,0,0,166
3.484,1,2,166
3.533,0,-1,166
3.586,0,1,166
3.614,0,0,166
3.644,0,-1,164
3.701,0,1,164
3.769,0,1,164
3.769,-1,0,164
3.814,0,0,164
3.863,0,-3,165
3.895,0,-1,165
3.952,1,0,165
3.974,0,2,165
4.032,0,0,165
4.072,-1,3,165
4.102,0,-1,165
4.152,0,-1,165
4.187,0,-1,165
4.218,0,2,165
4.272,-1,0,165
4.305,1,1,165
4.345,0,0,165
4.406,0,-1,165
4.425,0,-1,165
4.462,0,2,166
4.511,0,-4,166
4.561,0,2,166
4.6,1,-3,166
4.657,0,0,166
4.707,-1,-1,166
4.73,0,0,166
4.766,0,0,166
4.814,0,1,166
4.85,0,0,164
4.875,0,2,164
4.936,0,-2,164
4.962,0,1,164
5.007,0,0,164
5.069,0,1,166
5.082,1,3,166
5.118,0,1,166
5.183,0,2,166
5.213,0,0,166
5.264,0,-1,166
5.299,0,1,166
5.34,0,-1,166
5.399,0,0,166
5.43,0,1,166
5.487,0,0,165
5.511,0,0,165
5.539,-1,0,165
5.579,0,0,165
5.64,0,0,165
5.682,0,-1,164
5.706,0,0,164
5.753,0,1,164
5.801,0,0,164
5.825,0,-1,164
5.859,0,0,165
5.922,0,-2,165
5.946,0,0,165
5.996,-2,1,165
6.045,0,0,165
6.082,1,-1,167
6.129,0,-2,167
6.163,0,2,167
6.211,0,-2,167
6.266,0,1,164
6.289,0,2,164
6.326,1,-2,164
6.364,0,-1,164
6.42,0,0,164
6.477,0,-1,165
6.5,0,3,165
6.527,0,0,165
6.583,0,1,165
6.628,0,-5,165
6.67,0,3,165
6.697,1,-3,165
6.745,0,0,165
6.773,-1,5,165
6.837,-1,-1,165
6.883,0,2,164
6.902,0,0,164
6.948,2,-2,164
6.971,-1,1,164
7.02,0,-1,164
7.081,-1,2,164
7.101,2,-4,164
7.148,1,0,164
7.181,1,2,164
7.239,0,0,164
7.283,0,1,166
7.308,0,1,166
7.348,-1,-1,166
7.401,1,0,166
7.43,0,0,166
7.467,1,0,163
7.533,8,-6,163
7.561,0,-1,163
7.619,0,0,163
