time_s,dx,dy,alt_mm
0.021,0,0,2
0.052,1,0,2
0.093,0,0,2
0.145,0,0,2
0.176,0,0,2
0.228,0,0,2
0.248,-1,0,2
0.3,0,0,2
0.321,1,0,2
0.373,0,0,2
0.415,0,0,2
0.446,0,0,2
0.508,0,0,2
0.559,0,0,2
0.622,0,0,2
0.622,-1,0,2
0.654,0,0,2
0.726,0,0,2
0.747,0,0,2
0.789,0,0,2
0.821,0,0,2
0.863,1,0,2
0.915,0,0,2
0.947,0,0,2
0.978,0,0,2
1.03,0,0,2
1.061,0,0,2
1.102,0,0,2
1.145,0,0,2
1.186,0,0,2
1.228,0,0,2
1.28,0,0,2
1.301,0,0,2
1.353,0,0,1
1.394,0,0,1
1.426,0,0,1
1.479,0,0,1
1.51,0,0,1
1.563,0,0,2
1.584,0,0,2
1.648,0,0,2
1.669,0,0,2
1.721,0,0,2
1.753,-1,0,2
1.795,0,0,2
1.826,1,0,2
1.868,0,0,2
1.91,0,0,2
1.973,0,0,2
1.994,0,0,2
2.057,0,0,2
2.088,0,0,2
2.109,-1,0,2
2.151,0,0,1
2.203,0,0,1
2.235,0,0,1
2.277,1,0,1
2.339,0,0,1
2.392,0,0,2
2.413,0,0,2
2.56,0,0,2
2.706,0,0,2
2.737,0,0,2
2.79,0,0,2
2.883,0,0,2
2.967,-3,0,2
3.029,-2,4,2
3.092,0,2,3
3.123,1,-2,3
3.144,1,-3,3
3.196,1,-1,3
3.228,0,0,3
3.27,1,0,2
3.301,-1,0,2
3.343,3,0,2
3.395,0,0,2
3.426,-1,0,2
3.498,1,-1,2
3.529,16,-34,2
3.55,-2,-19,2
3.591,5,-20,2
3.632,7,-21,2
3.684,8,-24,2
3.705,10,-29,2
3.747,7,-32,2
3.81,13,-34,2
3.831,10,-32,2
3.935,11,-31,1
3.935,10,-26,1
3.945,5,-19,1
3.996,7,-13,1
4.038,3,-4,1
4.069,1,6,2
4.121,-1,13,2
4.152,-7,24,2
4.206,-7,28,2
4.227,-9,31,2
4.301,-13,36,2
4.301,-15,37,2
4.353,-13,36,2
4.385,-13,33,2
4.46,-16,35,2
4.481,-12,28,2
4.534,-10,25,2
4.555,-9,19,2
4.608,-8,18,2
4.66,-6,12,2
4.713,-4,14,2
4.713,-1,13,2
4.766,-1,3,2
4.808,-1,0,2
4.839,0,-1,2
4.901,0,0,2
4.932,0,0,2
4.953,0,-1,2
5.005,1,0,2
5.047,1,0,2
5.089,0,-3,2
5.12,-2,-1,2
5.162,1,3,2
5.204,-1,-5,2
5.246,-23,12,2
5.288,-8,-38,2
5.32,-7,-48,2
5.372,-11,-49,2
5.404,-15,-46,2
5.446,-21,-40,2
5.488,-21,-39,2
5.54,-11,-28,2
5.561,-22,-11,2
5.613,-23,-6,2
5.667,-21,6,2
5.719,-14,16,2
5.75,-15,18,2
5.771,-10,23,2
5.823,-9,27,2
5.854,-7,29,2
5.895,-2,28,3
5.928,3,29,3
5.969,11,25,3
6.001,14,18,3
6.053,15,13,3
6.146,19,13,2
6.178,17,13,2
6.178,16,7,2
6.209,22,6,2
6.251,13,1,2
6.293,11,-5,2
6.345,7,-16,2
6.376,8,-22,2
6.408,6,-16,2
6.45,20,-69,2
6.524,16,-52,2
6.534,16,-53,2
6.587,12,-40,2
6.62,5,-22,2
6.662,-1,4,2
6.694,-1,1,2
6.735,1,0,2
6.787,3,1,2
6.819,0,0,2
6.863,0,0,2
6.926,0,0,3
6.947,-2,0,3
6.999,2,0,3
7.03,-4,-7,3
7.082,-2,4,3
7.135,30,37,2
7.166,-11,47,2
7.187,-11,47,2
7.239,-7,46,2
7.272,-12,42,2
7.313,-8,30,3
7.344,-4,22,3
7.385,-1,2,3
7.428,2,-3,3
7.49,0,-1,3
7.542,-2,-1,1
7.575,-1,2,1
7.595,1,-3,1
7.627,3,0,1
7.679,-3,0,1
7.71,3,3,2
7.752,0,-5,2
7.784,0,4,2
7.825,4,-6,2
7.879,-5,-45,2
7.932,-10,-16,1
7.953,-20,-6,1
8.005,-21,-3,1
8.036,-21,6,1
8.068,-31,9,1
8.121,-28,10,2
8.173,-20,20,2
8.194,-25,34,2
8.246,-25,59,2
8.298,-15,41,2
8.351,-6,20,2
8.363,-12,49,2
8.415,-3,11,2
8.447,-1,-1,2
8.498,0,-1,2
8.53,2,-2,3
8.582,0,0,3
8.613,-1,2,3
8.666,0,-2,3
8.687,3,-3,3
8.729,22,-49,2
8.78,26,-80,2
8.812,22,-66,2
8.854,10,-52,2
8.885,-9,-45,2
8.979,-9,-32,2
8.999,6,-17,2
9.031,1,-2,2
9.052,-17,18,2
9.083,-27,43,2
9.136,-31,56,3
9.167,-26,48,3
9.209,-20,46,3
9.251,-7,22,3
9.293,-23,62,3
9.345,-5,26,2
9.377,5,18,2
9.418,-2,0,2
9.46,0,-2,2
9.491,0,0,2
9.555,2,-2,2
9.576,1,-3,2
9.617,-1,0,2
9.659,1,-2,2
9.712,-3,3,2
9.763,2,-2,2
9.794,0,0,2
9.816,0,0,2
9.856,0,0,2
9.902,0,0,2
9.944,0,0,2
9.986,0,0,2
10.027,0,0,2
10.059,0,0,2
10.122,0,0,2
10.164,0,0,3
10.196,0,0,3
10.237,0,0,3
10.268,0,0,3
10.3,0,0,3
10.353,0,0,2
10.384,0,0,2
10.448,0,0,2
10.469,0,0,2
10.521,0,0,2
10.542,0,0,2
10.594,0,0,2
10.635,0,0,2
10.677,0,0,2
10.719,0,0,2
10.76,0,0,3
10.813,0,0,3
10.845,0,0,3
10.876,0,0,3
10.928,0,0,3
10.97,0,0,2
11.002,0,0,2
11.044,0,0,2
11.085,0,0,2
11.116,0,0,2
11.18,0,0,2
11.211,0,1,2
11.253,-1,0,2
11.284,0,0,2
