time_s,dx,dy,alt_mm
0.012,1,-1,84
0.04,0,1,84
0.086,-1,-1,84
0.145,2,1,83
0.173,-1,-1,83
0.199,1,2,83
0.257,1,0,83
0.279,0,-1,83
0.33,1,1,83
0.369,-1,-1,83
0.409,-1,-1,83
0.443,-1,0,83
0.502,1,0,83
0.538,2,0,83
0.587,-1,0,83
0.62,-1,1,83
0.688,1,3,83
0.711,1,-1,83
0.735,-1,0,83
0.792,1,-3,83
0.821,0,3,83
0.857,0,0,83
0.904,0,0,83
0.955,0,0,83
0.993,-1,-1,83
1.028,0,-1,83
1.077,-1,0,83
1.108,0,1,83
1.159,0,0,83
1.207,2,2,83
1.228,-2,-2,83
1.289,0,1,83
1.313,1,0,83
1.367,1,0,83
1.404,-2,-1,83
1.428,0,0,83
1.482,2,0,83
1.524,-1,0,84
1.556,0,1,84
1.605,2,-1,84
1.651,-2,0,84
1.692,0,0,84
1.74,2,0,83
1.761,0,2,83
1.822,-3,-3,83
1.839,1,0,83
1.884,0,0,83
1.924,0,2,84
1.984,0,-2,84
2.009,-1,1,84
2.065,0,-1,84
2.09,1,1,84
2.144,0,1,84
2.168,0,-2,84
2.229,-1,-1,84
2.252,0,0,84
2.303,1,1,83
2.328,0,1,83
2.373,-1,-1,83
2.433,0,0,83
2.457,2,0,83
2.501,-1,1,83
2.551,0,0,83
2.584,0,-1,83
2.64,0,0,83
2.662,1,1,83
2.74,-2,-2,83
2.761,2,0,83
2.782,1,1,83
2.84,-1,0,83
2.873,0,1,83
2.907,1,0,84
2.943,-2,0,84
3.001,0,0,84
3.024,0,1,84
3.071,2,-1,84
3.13,-2,0,83
3.155,1,1,83
3.22,-3,-2,83
3.243,2,1,83
3.278,0,-1,83
3.326,0,-1,83
3.359,1,0,83
3.405,-2,-1,83
3.44,0,1,83
3.496,0,0,83
3.521,1,2,83
3.574,2,-1,83
3.623,-3,0,83
3.649,1,0,83
3.693,0,0,83
3.731,0,-3,83
3.774,1,4,83
3.818,-1,-3,83
3.867,2,4,83
3.901,0,-1,83
3.933,3,0,83
3.993,0,1,83
4.016,0,0,83
4.072,0,0,83
4.097,0,1,83
4.144,0,0,83
4.179,-1,0,83
4.233,0,0,83
4.258,-2,0,83
4.305,0,-1,83
4.358,1,0,83
4.392,1,2,83
4.441,-1,0,83
4.464,2,0,83
4.508,-2,0,83
4.541,1,0,83
4.598,0,0,83
4.648,0,0,83
4.675,1,0,83
4.713,-1,0,84
4.77,0,0,84
4.815,-3,-1,84
4.864,4,1,84
4.877,-20,1,84
